o0980000	s	A	A	109	1
o0980001	c	|A×AB₂|	|A×AB₂|	3	2
o0980008	s	A@t	A@t	1	18
o0980010	s	AB~a	AB~a	27	22
o0980014	c	|AB~a×SUKKAL|	|AB~a×SUKKAL|	3	31
o0980021	s	AB~b	AB~b	15	48
o0980023	c	|AB~b×KU₆~a|	|AB~b×KU₆~a|	1	51
o0980024	c	|AB~b×ŠA₃~a1|	|AB~b×ŠA₃~a1|	1	53
o0980025	e		-	1	56
o0980025	s	AB₂	AB₂	14	56
o0980028	s	|NUN~a.ME~a|	ABGAL	6	2756
o0980031	s	AD~a	AD~a	7	74
o0980033	s	AD~c	AD~c	1	78
o0980034	s	ADAB	ADAB	1	80
o0980038	s	AK~a	AK~a	3	89
o0980040	s	AL	AL	20	93
o0980043	s	ALAN~c	ALAN~c	1	99
o0980050	s	AMA~a	AMA~a	7	113
o0980053	s	AMAR	AMAR	6	120
o0980058	e		-	1	133
o0980058	s	AN	AN	174	133
o0980059	s	ANŠE~a	ANŠE~a	1	137
o0980060	s	ANŠE~b	ANŠE~b	1	139
o0980061	s	ANŠE~c	ANŠE~c	1	141
o0980062	s	ANŠE~e	ANŠE~e	1	144
o0980065	s	APIN~a	APIN	1	151
o0980065	s	APIN~a	APIN~a	39	151
o0980067	s	APIN~b	APIN~b	2	155
o0980069	s	ARARMA₂~a	ARARMA₂~a	2	159
o0980077	s	BA	BA	104	178
o0980078	e		-	6	180
o0980081	s	BAD₃~b1	BAD₃~b1	2	187
o0980083	s	BAHAR₂~a	BAHAR₂~a	1	191
o0980084	s	BAHAR₂~b	BAHAR₂~b	6	194
o0980085	s	BAHAR₂~c	BAHAR₂~c	2	197
o0980086	s	BALA~a	BALA~a	1	199
o0980090	s	BAN~b	BAN~b	7	211
o0980102	s	BAR	BAR	67	235
o0980113	s	BIR₃~b	BIR₃~b	2	723
o0980115	s	BU~a	BU~a	90	729
o0980117	c	|BU~a+DU₆~a|	|BU~a+DU₆~a|	3	734
o0980121	c	|BU~a×GIŠ@t|	|BU~a×GIŠ@t|	1	743
o0980122	c	|BU~a×1(N58)|	|BU~a×1(N58)|	1	745
o0980128	s	BU₃	BU₃	4	765
o0980130	s	BULUG₃	BULUG₃	3	770
o0980132	s	BUR~a	BUR~a	2	774
o0980136	s	BUR₂	BUR₂	1	782
o0980137	e		-	1	784
o0980137	s	DA~a	DA~a	50	784
o0980138	c	|DA~a.LIŠ|	|DA~a.LIŠ|	1	785
o0980143	s	DAH	DAH	2	796
o0980145	s	DANNA	DANNA	3	800
o0980146	s	DAR~a	DAR~a	6	802
o0980148	s	DAR~b	DAR~b	11	806
o0980151	s	DARA₃~a	DARA₃~a	1	812
o0980153	s	DARA₃~c	DARA₃~c	1	816
o0980154	c	|DARA₃~c×KAR₂|	|DARA₃~c×KAR₂|	1	817
o0980158	c	|DARA₃~d×KAR₂~b|	|DARA₃~d×KAR₂|	1	830
o0980159	s	DARA₄~a1	DARA₄~a1	4	835
o0980164	s	DARA₄~c1	DARA₄~c1	2	845
o0980165	s	DARA₄~c2	DARA₄~c2	4	847
o0980167	s	DARA₄~c4	DARA₄~c4	1	851
o0980170	s	DI	DI	22	857
o0980173	s	DILMUN	DILMUN	3	865
o0980174	s	DIM~a	DIM~a	15	869
o0980178	s	DIM~c	DIM~c	1	878
o0980179	s	DIN	DIN	5	880
o0980182	s	DU	DU	64	888
o0980184	s	DU@g	DU@g	3	894
o0980188	s	DU₆~b	DU₆~b	2	906
o0980190	s	DU₇	DU₇	1	910
o0980193	s	DU₈~c	DU₈~c	5	917
o0980197	c	|DU₈~c×UDU~a|	|DU₈~c×UDU~a|	3	924
o0980199	s	DU₈~c@g	DU₈@g~c	1	929
o0980199	s	DU₈~c@g	DU₈~c@g	2	929
o0980200	s	DUB~a	DUB~a	24	936
o0980201	s	DUB~b	DUB~b	6	938
o0980212	s	DUG~a	DUG~a	8	968
o0980222	s	DUG~b	DUG~b	5	990
o0980228	c	|DUG~b×BIR₃~c|	|DUG~b×BIR₃~c|	1	999
o0980231	c	|DUG~b×E~a|	|DUG~b×E~a|	1	1006
o0980232	c	|DUG~b×GA~a|	|DUG~b×GA~a|	1	1008
o0980234	c	|DUG~b×GEŠTU~a|	|DUG~b×GEŠTU~a|	1	1012
o0980237	c	|DUG~b×GIŠ|	|DUG~b×GIŠ|	1	1019
o0980244	c	|DUG~b×KUR~b|	|DUG~b×KUR~b|	1	1034
o0980246	c	|DUG~b×LAM~a|	|DUG~b×LAM~a|	1	1038
