o0900680	form	|GA₂~a1×NIM~b1|	aka	|GA₂~a2×NIM~b1|	
o0903053	sign	1(N30C)	aka	1(N30~c)	
o0900004	form	|A×EN~a~v2|	aka	|A×EN~a|	
o0901609	form	|NUN~b+EN~a|	aka	|EN~a+NUN~b|	
o0900359	form	|DUG~b×GA~b|	aka	|DUG~b+GA~b|	
o0901650	sign	|PIRIG×1(N58@t)|	aka	|PIRIG+DIŠ|	
o0903342	sign	1(N30AC)	aka	1(N30A~c)	
o0900398	form	|DUG~c~v2×1(N57)|	aka	|DUG+AŠ~c|	
o0900941	form	GUM~b@n	aka	GUM@n~b	
o0900117	sign	|BAD&BAD|	aka	|BAD+BAD|	
o0901887	sign	SUKKAL	aka	SUKKAL~a	
o0901533	form	|NINDA₂×(HI.AN.ME~a)|	aka	|NINDA₂×(HI.AN.ME)|	
o0900277	sign	|DIN×1(N58)|	aka	|DIN+1(N57)|	
o0900851	form	|GIR~b~v1.GIR~b~v1|	aka	|GIR~b.GIR~b|	
o0901234	form	|LAGAB~a×SI~v1|	aka	|LAGAB~a×SI|	
o0901407	form	MUN~a1	aka	MUN	
o0902683	sign	|ZATU737~v2×X|	aka	|ZATU737×X|	
o0900405	form	|DUG~b~v1×1(N58)|	aka	|DUG~c×1(N58)|	
o0900119	form	BAD₃~a	aka	|EZEN~a×1(N57)|	
o0900452	form	|DUG~b~v2×U₂~b|	aka	|DUG~b×U₂~b|	
o0900703	form	|GA₂~a2×ŠE₃~v1|	aka	|GA₂~a2×ŠE₃|	
o0902056	form	|ŠU₂~a.URI₃~a~v1|	aka	|ŠU₂.URI₃~a|	
o0900389	form	|DUG~b×LAM~a|	aka	|DUG~b+LAM~a|	
o0903051	sign	1(N30A)	aka	1(N30~a)	
o0901651	form	|PIRIG~b1×1(N58@t)|	aka	|PIRIG~b1+DIŠ|	
o0901888	sign	SUKUD	aka	SUKUD~a	
o0901613	form	NUNUZ~a0	aka	NUNUZ	
o0900657	form	|GA₂~a1×KU₆~a|	aka	|GA₂~a1+KU₆~a|	
o0900554	form	EZEN~c	aka	EZEN~b@t	
o0900628	form	|GA₂~a1×E₂~a|	aka	|GA₂~a×E₂~a|	
o0901879	sign	SUG₅	aka	SUG₅~a	
o0901792	form	|SILA₃~a×GARA₂~a|	aka	|SILA₃~a+GARA₂~a|	
o0900556	form	|EZEN~a~v1×EN~a|	aka	|EZEN~a×EN~a|	
o0903283	form	|1(N58)~a.BAD|	aka	|1(N58).BAD~b|~v1	
o0900425	form	|DUG~b×SIG₇|	aka	|DUG~b+SIG₇|	
o0901544	sign	|NINDA₂×GIŠ|	aka	|NINDA₂+GIŠ|	
o0901377	sign	MAŠ₂	aka	MAŠNITA	
o0901349	form	|MAH~a×UD₅~a~v1|	aka	|MAH~a×UD₅~a|	
o0901693	form	|SAG+UKKIN~b~v1×1(N57)|	aka	|SAG×(UKKIN~b×1(N57))|	
o0902515	sign	|ZATU662×1(N14)|	aka	|ZATU662+1(N14)|	
o0902306	form	|UR~a×KAR₂~b|	aka	|UR~a×KAR₂|	
o0900905	form	GIZZAL~v	aka	GIZZAL~x	
o0900532	form	|EN₂.E₂~b|	aka	|EN₂×E₂~b|	
o0902610	form	|ZATU711~v1×HI@g~a|	aka	|ZATU711×HI@g~a|	
o0900771	form	|GAN~c~v2×ŠE₃@t~v1|	aka	|GAN~c×ŠE₃@t|	
o0901808	form	|SILA₃~a×KAŠ~a|	aka	|SILA₃~a+KAŠ~a|	
o0902680	sign	|ZATU737~v3×U₄|	aka	|ZATU737×U₄|	
o0900896	form	GIŠIMMAR~a1	aka	GIŠIMMAR	
o0900964	form	|HI.SUHUR~v2|	aka	|HI.SUHUR|~v2	
o0900354	form	|(DUG~b×DIN)@r|	aka	|DUG~b@r×DIN|	
o0903294	sign	1(N58@t)	aka	1(N58)@t	
o0900963	form	|HI.SUHUR~v1|	aka	|HI.SUHUR|~v1	
o0900376	form	|DUG~b×KASKAL|	aka	|DUG~b+KASKAL|	
o0901715	form	SANGA~e1	aka	SANGA~e	
o0900625	form	|GA₂~b×DUB~a|	aka	|GA₂~b+DUB~a|	
o0901865	sign	SILANITA	aka	SILANITA~a	
o0902714	form	|ZATU759×KU₆~a|	aka	|ZATU759+KU₆~a|	
o0900456	form	|DUG~b×UH₃~a|	aka	|DUG~b+UH₃~a|	
o0900347	form	|DUG~b×BALA~a|	aka	|DUG~b+BALA~a|	
o0900814	form	|GI~v1×LAGAB~a|	aka	|GI×LAGAB~a|	
o0900923	form	|GUG₂~v1×SILA₃~a|	aka	|GUG₂×SILA₃~a|	
o0901033	form	|KA~a~v1.ŠE~a|	aka	|KA~a.ŠE~a|~v1	
o0901243	form	|LAGAB~a×ŠA|	aka	|LAGAB~a+ŠA|	
o0901838	form	|SILA₃~a×SUM~a~v1|	aka	|SILA₃~a×SUM~a|	
o0901093	form	|KI@n×DUB~a|	aka	|KI@n+DUB~a|	
o0901702	sign	|SAL.ME|	aka	LUKUR	
o0902046	form	|ŠU₂~a.EN~a~v1|	aka	|ŠU₂×EN~a|	
o0903281	sign	|1(N58).BAD|	aka	|BAD+DIŠ~a|	
o0900371	form	|DUG~b~v1×HI|	aka	|DUG~b×HI|~v1	
o0900719	form	GAʾAR~a1	aka	GAʾAR	
o0901113	form	KISAL~a1	aka	KISAL	
o0901197	form	|LAGAB~a×DU₆~a~v1|	aka	|LAGAB~a×DU₆~b|	
o0900337	form	DUG~c~v3	aka	DUG~c1	
o0901723	form	|SAR~a×ŠE~a|	aka	|ŠE~a+SAR~a|	
o0901683	form	|SAG~v2×GEŠTU~b|	aka	|SAG×GEŠTU~b|~v1	
o0901693	form	|SAG+UKKIN~b~v1×1(N57)|	aka	|SAG+UKKIN~b1×1(N57)|	
o0900072	sign	ALIM	aka	ALIM~a	
o0901613	form	NUNUZ~a0	aka	NUNUZ~a1@n	
o0900290	form	|DU₆~a~v1×1(N58)|	aka	|DU₆~a×1(N58)|	
o0900503	form	|E₂~a×1(N58@t)|	aka	|E₂~a×1(N58)@t|	
o0900431	form	|DUG~b×ŠAH₂~a|	aka	|DUG~b+ŠAH₂~a|	
o0901044	sign	KAB	aka	TUK	
o0902028	form	ŠITA~b3@g	aka	ŠITA@g~a	
o0902026	form	ŠITA~a1@g	aka	ŠITA@g~b	
o0903041	form	1(N29AC)	aka	1(N29A~c)	
o0901918	form	ŠA₃~a1	aka	ŠA₃~a	
o0900631	form	|GA₂~a1×EN~b~v1|	aka	|GA₂~a1×EN~b|	
o0902388	form	|UŠ~b×TAR~c|	aka	|UŠ~b×TAR~c|~v1	
o0900439	form	|DUG~b×TAK₄~a|	aka	|DUG~b+TAK₄~a|	
o0900771	form	|GAN~c~v2×ŠE₃@t~v1|	aka	|GAN~c×ŠE₃@t~v1|	
o0902671	sign	|ZATU737~v3×SAL|	aka	|ZATU737+SAL|	
o0901042	sign	|KA₂×LAM|	aka	|KA₂+LAM|	
o0902313	form	UR₃~a1	aka	UR₃	
o0900199	form	|BU~a+DU₆~a|	aka	|BU~a.DU₆|	
o0903354	form	3(N07A)	aka	3(N07~a)	
o0901260	form	|LAGAB~b&LAGAB~b|	aka	|LAGAB~b+LAGAB~b|	
o0900433	form	|DUG~b×ŠE~a|	aka	|DUG~b+ŠE~a|	
o0900960	sign	HI	aka	HI~a	
o0902517	form	|ZATU662~v2×1(N14)|	aka	|ZATU662×1(N14)|~v2	
o0902516	form	|ZATU662~v1×1(N14)|	aka	|ZATU662×1(N14)|~v1	
o0903339	form	1(N29AB)	aka	1(N29A~b)	
o0903221	form	|1(N57).ŠUBUR~v1|	aka	|1(N57).ŠUBUR|~v1	
o0900199	form	|BU~a+DU₆~a|	aka	|BU~a.DU₆~a|	
o0900906	sign	GU	aka	GU~a	
o0900503	form	|E₂~a×1(N58@t)|	aka	|E₂~a×1(N57)@t|	
o0901435	sign	|MUŠEN×X|	aka	|MUŠEN.X|	
o0901036	form	|KA~a×SAR~a|	aka	|KA~a+SAR~a|	
o0900616	form	GA₂~a1	aka	GA₂	
o0900179	form	|((BU~a.DU₆~a)&(BU~a.DU₆))×UDU~a|	aka	|(BU~a.DU₆~a&BU~a.DU₆)×UDU~a|	
o0900198	sign	|BU+DU₆|	aka	|BU.DU₆|	
o0903357	form	3(N07B)	aka	3(N07~b)	
o0901531	form	|NINDA₂×(HI~a1.ME~a)|	aka	|NINDA₂×(HI.ME)|	
o0902680	sign	|ZATU737~v3×U₄|	aka	|ZATU737+U₄|	
o0901919	form	ŠA₃~a2	aka	ŠA₃~b1	
o0900579	form	|EZEN~a×SAG~v1|	aka	|EZEN~a×SAG|	
o0900824	sign	|(GI&GI)×ŠE₃~v1|	aka	|(GI&GI)×ŠE₃|	
o0901816	form	|SILA₃~a×MA~v1|	aka	|SILA₃~a×MA|	
o0900862	form	|GIR₃~c×KAR₂~b|	aka	|GIR₃~c×KAR₂|	
o0900414	form	|DUG~b×SA~a|	aka	|DUG~b+SA~a|	
o0900385	sign	|DUG×KUR@g|	aka	|DUG+(LAM+KUR)|	
o0901557	sign	|NINDA₂×1(N01)|	aka	|NINDA₂+1(N01)|	
o0900277	sign	|DIN×1(N58)|	aka	|DIN+1(N58)|	
o0901955	form	|ŠE~a.NAM₂|	aka	|ŠE~a+ŠE₃|	
o0901045	sign	|KAB×1(N58)|	aka	|TUKU+DIŠ|	
o0902049	sign	|ŠU₂~b.GIŠ|	aka	|ŠU₂.GIŠ|	
o0901723	form	|SAR~a×ŠE~a|	aka	|ŠE~a+SAR|	
o0902363	form	|URU~a2×1(N58)|	aka	|URU~a1+1(N58)|	
o0900367	form	|DUG~b×GIŠ|	aka	|DUG~b+GIŠ|	
o0900757	form	|GAN~c~v1×KAŠ~c|	aka	|GAN~c×KAŠ~c|	
o0901169	form	KUR@g~a	aka	|LAM+KUR~a|	
o0902116	form	TUG₂~a	aka	TUG₂~a~a	
o0900476	form	|(DUG~b~v1&DUG~b~v1)×1(N58)|	aka	|DUG~b&(DUG~b×1(N58))|	
o0900775	form	|GAN~c~v1×ZATU777~v1|	aka	|GAN~c×ZATU777|	
o0902663	form	|ZATU737×EN~a~v2|	aka	|ZATU737×EN~a|	
o0900623	form	|GA₂~a1×A|	aka	|GA₂~a1+A|	
o0901957	form	|ŠE~a.NAM₂|~v2	aka	|ŠE~a×NAM₂|	
o0901531	form	|NINDA₂×(HI~a1.ME~a)|	aka	|NINDA₂×GUDU₄|	
o0901820	form	|SILA₃~a×MUD₃~b|	aka	|SILA₃~a.MUD₃~b|	
o0902004	form	ŠITA~a1	aka	ŠITA~a	
o0901213	form	|LAGAB~a×KUŠU₂~a@t|	aka	|LAGAB~a×KUŠU₂~b|	
o0900468	form	|DUG~b×ZATU779|	aka	|DUG~b+ZATU779|	
o0900608	form	|GA~a~v4.ZATU753|~v1	aka	|GA~a.ZATU753|~v1	
o0900178	sign	|((BU.DU₆)&(BU.DU₆))×UDU|	aka	|(BU.DU₆&BU.DU₆)×UDU|	
o0902032	form	|ŠITA~b3@g×1(N06)|	aka	|ŠITA@g~a×1(N06)|	
o0901535	form	|NINDA₂×(AN.ME~a)|	aka	|NINDA₂×(AN.ME)|	
o0902339	form	URU~a1	aka	URU	
o0902664	form	|ZATU737~v1×EN~b~v1|	aka	|ZATU737×EN~b|	
o0901792	form	|SILA₃~a×GARA₂~a|	aka	|GARA₂~a+SILA₃~a|	
o0902012	form	|ŠITA~b2@g×HI@g~a|	aka	|ŠITA~b1×HI@g~a|	
o0900820	sign	|GI×ŠE₃~v1|	aka	|GI×ŠE₃|	
o0900086	sign	|AMAR~v2×TAR~c|	aka	|AMAR×TAR~d|	
o0902187	sign	|U₄×3(N01).3(N08)~v1|	aka	|U₄×3(N01).3(N08)|	
o0902050	sign	|ŠU₂~a.(HI×1(N57))&(HI×1(N57))|	aka	|ŠU₂.((HI+1(N57))+(HI+1(N57)))|	
o0901830	form	|SILA₃~c×NI~a|	aka	|SILA₃~b×NI~a|	
o0901688	sign	|SAG~v1×1(N14)|	aka	|SAG×1(N14)|	
o0903210	sign	1(N57)	aka	AŠ	
o0901532	form	|NINDA₂×(HI~a1.AN.ME~a)|	aka	|NINDA₂×GUDU₄|~v1	
o0900038	form	|AB~a×ZATU659|	aka	|AB~a+ZATU659|	
o0902666	form	|ZATU737~v1×GAR|	aka	|ZATU737×GAR|~v1	
o0901609	form	|NUN~b+EN~a|	aka	|NUN~b+EN~a~v3|	
o0902509	sign	|ZATU659×1(N58@t)|	aka	|ZATU659×1(N58)@t|	
o0902172	sign	|U₄.(1(N14).3(N08))|	aka	|(U₄+1(N14)).3(N08)|	
o0900324	form	|(DUB@n~a×1(N58))~a|	aka	|(DUB×DIŠ)~a|	
o0902658	sign	|ZATU737×DI|	aka	|ZATU737+DI|	
o0901387	sign	MES	aka	MES~a	
o0901687	sign	|SAG~v1×MA~v1|	aka	|SAG×MA|	
o0900044	form	|AB₂~v2×2(N14)|	aka	|AB₂×2(N14)|~v1	
o0901571	form	|NINDA₂×(UDU~a×TAR~b)|	aka	|NINDA₂×((UDU~a+TAR)~b)|	
o0900243	form	|DARA₃~d×KAR₂~b|	aka	|DARA₃~d×KAR₂|~v1	
