name	oid	lsort	sfsort	sfname	ucode	ucun	note	lfeat	lsname	lucun	limage	lvalues
U+12B9B	o0902049	3417	2824	|ŠU₂~b.GIŠ|	U+12B9B	𒮛						
U+12B9C	o0902051	3418	2825	|ŠU₂~b.1(N02)|	U+12B9C	𒮜						
U+12B9D	o0902059	3419	2826	ŠU₁₂	U+12B9D	𒮝						
U+12B9E	o0902060	3420	2827	ŠUBUR	U+12B9E	𒮞						
U+12B9F	o0902061	3421	2829	ŠUM	U+12B9F	𒮟						
U+12BA0	o0902063	3422	2832	ŠUR₂~a	U+12BA0	𒮠						
U+12BA1	o0902064	3423	2833	ŠUR₂~b	U+12BA1	𒮡						
U+12BA2	o0902068	3424	2836	ŠURUPPAK~a	U+12BA2	𒮢						
U+12BA3	o0902069	3425	2837	ŠURUPPAK~a~v1	U+12BA3	𒮣						
U+12BA4	o0902070	3426	2838	ŠURUPPAK~b	U+12BA4	𒮤						
U+12BA5	o0902071	3427	2839	ŠURUPPAK~b~v1	U+12BA5	𒮥						
U+12BA6	o0902074	3428	2842	TA~a	U+12BA6	𒮦						
U+12BA7	o0902075	3429	2843	TA~b	U+12BA7	𒮧						
U+12BA8	o0902076	3430	2844	TA~c	U+12BA8	𒮨						
U+12BA9	o0902077	3431	2845	TA~d	U+12BA9	𒮩						
U+12BAA	o0902081	3432	2846	|TA~d×MAŠ|	U+12BAA	𒮪						
U+12BAB	o0902078	3433	2847	TA~e	U+12BAB	𒮫						
U+12BAC	o0902083	3434	2849	TAG~a1	U+12BAC	𒮬						
U+12BAD	o0902092	3435	2850	TAG~a1@t	U+12BAD	𒮭						
U+12BAE	o0902084	3436	2851	TAG~a2	U+12BAE	𒮮						
U+12BAF	o0902085	3437	2852	TAG~a3	U+12BAF	𒮯						
U+12BB0	o0902086	3438	2853	TAG~a4	U+12BB0	𒮰						
U+12BB1	o0902087	3439	2854	TAG~b	U+12BB1	𒮱						
U+12BB2	o0902088	3440	2855	TAG~c	U+12BB2	𒮲						
U+12BB3	o0902089	3441	2856	TAG~d	U+12BB3	𒮳						
U+12BB4	o0902094	3442	2860	TAK₄~a	U+12BB4	𒮴						
U+12BB5	o0902098	3443	2862	TAK₄~a@n	U+12BB5	𒮵						
U+12BB6	o0902095	3444	2861	TAK₄~a~v1	U+12BB6	𒮶						
U+12BB7	o0902096	3445	2863	TAK₄~c	U+12BB7	𒮷						
U+12BB8	o0902100	3446	2866	TAR~a	U+12BB8	𒮸						
U+12BB9	o0902102	3447	2869	TE	U+12BB9	𒮹						
U+12BBA	o0902103	3448	2871	TI	U+12BBA	𒮺						
U+12BBB	o0902105	3449	2874	TI@g	U+12BBB	𒮻						
U+12BBC	o0902106	3450	2875	TI@r	U+12BBC	𒮼						
U+12BBD	o0902107	3451	2876	TI@t	U+12BBD	𒮽						
U+12BBE	o0902104	3452	2873	TI~v1	U+12BBE	𒮾						
U+12BBF	o0902108	3453	2877	TIDNUM	U+12BBF	𒮿						
U+12BC0	o0902109	3454	2878	TILLA₂	U+12BC0	𒯀						
U+12BC1	o0902111	3455	2880	TU~a	U+12BC1	𒯁						
U+12BC2	o0902112	3456	2881	TU~b	U+12BC2	𒯂						
U+12BC3	o0902114	3457	2883	TU~c	U+12BC3	𒯃						
U+12BC4	o0902116	3458	2887	TUG₂~a	U+12BC4	𒯄						
U+12BC5	o0902121	3459	2888	|TUG₂~a.BAD&BAD|	U+12BC5	𒯅						
U+12BC6	o0902123	3460	2890	TUG₂~a@g	U+12BC6	𒯆						
U+12BC7	o0902124	3461	2892	TUG₂~a@g~v1	U+12BC7	𒯇						
U+12BC8	o0902117	3462	2893	TUG₂~b	U+12BC8	𒯈						
U+12BC9	o0902118	3463	2894	TUG₂~c	U+12BC9	𒯉						
U+12BCA	o0902119	3464	2895	TUG₂~d	U+12BCA	𒯊						
U+12BCB	o0902128	3465	2902	TUM~a	U+12BCB	𒯋						
U+12BCC	o0902133	3466	2903	TUM~a@g	U+12BCC	𒯌						
U+12BCD	o0902129	3467	2904	TUM~b	U+12BCD	𒯍						
U+12BCE	o0902130	3468	2905	TUM~c	U+12BCE	𒯎						
U+12BCF	o0902131	3469	2906	TUM~d	U+12BCF	𒯏						
U+12BD0	o0902136	3470	2910	TUN₃~a	U+12BD0	𒯐						
U+12BD1	o0902137	3471	2911	TUN₃~b	U+12BD1	𒯑						
U+12BD2	o0902138	3472	2912	TUN₃~c	U+12BD2	𒯒						
U+12BD3	o0902139	3473	2913	TUR	U+12BD3	𒯓						
U+12BD4	o0902144	3474	2917	TUR@g	U+12BD4	𒯔						
U+12BD5	o0902140	3475	2914	TUR~v1	U+12BD5	𒯕						
U+12BD6	o0902141	3476	2915	TUR~v2	U+12BD6	𒯖						
U+12BD7	o0902142	3477	2916	TUR~v3	U+12BD7	𒯗						
U+12BD8	o0902146	3478	2920	TUR₃~a	U+12BD8	𒯘						
U+12BD9	o0902154	3479	2922	TUR₃~a@n	U+12BD9	𒯙						
U+12BDA	o0902147	3480	2923	TUR₃~b	U+12BDA	𒯚						
U+12BDB	o0902148	3481	2924	TUR₃~c	U+12BDB	𒯛						
U+12BDC	o0902156	3482	2927	U₂~a	U+12BDC	𒯜						
U+12BDD	o0902157	3483	2928	U₂~b	U+12BDD	𒯝						
U+12BDE	o0902158	3484	2929	U₂~b~v1	U+12BDE	𒯞						
U+12BDF	o0902159	3485	2930	U₂~b~v2	U+12BDF	𒯟						
U+12BE0	o0902160	3486	2931	U₂~c	U+12BE0	𒯠						
U+12BE1	o0902161	3487	2932	U₄	U+12BE1	𒯡						
U+12BE2	o0902177	3488	2934	|U₄.ŠU₂~b|	U+12BE2	𒯢						
U+12BE3	o0902163	3489	2935	|U₄.1(N08)|	U+12BE3	𒯣						
U+12BE4	o0902164	3490	2936	|U₄.2(N08)|	U+12BE4	𒯤						
U+12BE5	o0902165	3491	2937	|U₄.3(N08)|	U+12BE5	𒯥						
U+12BE6	o0902166	3492	2939	|U₄.4(N08)~v1|	U+12BE6	𒯦						
U+12BE7	o0902167	3493	2940	|U₄.5(N08)|	U+12BE7	𒯧						
U+12BE8	o0902168	3494	2941	|U₄.6(N08)|	U+12BE8	𒯨						
U+12BE9	o0902169	3495	2942	|U₄.7(N08)|	U+12BE9	𒯩						
U+12BEA	o0902170	3496	2943	|U₄.8(N08)|	U+12BEA	𒯪						
U+12BEB	o0902171	3497	2944	|U₄.1(N14)|	U+12BEB	𒯫						
U+12BEC	o0902172	3498	2945	|U₄.(1(N14).3(N08))|	U+12BEC	𒯬						
U+12BED	o0902173	3499	2946	|U₄.(1(N14).4(N08))|	U+12BED	𒯭						
U+12BEE	o0902174	3500	2947	|U₄.(1(N14).5(N08))|	U+12BEE	𒯮						
U+12BEF	o0902175	3501	2948	|U₄.(1(N14).8(N08))|	U+12BEF	𒯯						
U+12BF0	o0902176	3502	2949	|U₄.2(N14)|	U+12BF0	𒯰						
U+12BF1	o0902216	3503	2955	|U₄×X|	U+12BF1	𒯱						
U+12BF2	o0902217	3504	2956	|U₄×(X+2(N01))|	U+12BF2	𒯲						
U+12BF3	o0902178	3505	2957	|U₄×1(N01)|	U+12BF3	𒯳						
U+12BF4	o0902179	3506	2958	|U₄×1(N01).5(N08)|	U+12BF4	𒯴						
U+12BF5	o0902182	3507	2961	|U₄×2(N01)|	U+12BF5	𒯵						
U+12BF6	o0902185	3508	2962	|U₄×2(N01).X|	U+12BF6	𒯶						
U+12BF7	o0902183	3509	2963	|U₄×2(N01).2(N14)|	U+12BF7	𒯷						
U+12BF8	o0902184	3510	2964	|U₄×2(N01).(2(N14).1(N08))|	U+12BF8	𒯸						
U+12BF9	o0902186	3511	2965	|U₄×3(N01)|	U+12BF9	𒯹						
U+12BFA	o0902187	3512	2967	|U₄×3(N01).3(N08)~v1|	U+12BFA	𒯺						
U+12BFB	o0902188	3513	2968	|U₄×4(N01)|	U+12BFB	𒯻						
U+12BFC	o0902189	3514	2969	|U₄×4(N01).2(N14)|	U+12BFC	𒯼						
U+12BFD	o0902190	3515	2970	|U₄×5(N01)|	U+12BFD	𒯽						
U+12BFE	o0902191	3516	2971	|U₄×5(N01).1(N14)|	U+12BFE	𒯾						
U+12BFF	o0902192	3517	2972	|U₄×6(N01)|	U+12BFF	𒯿						
U+12C00	o0902193	3518	2973	|U₄×8(N01)|	U+12C00	𒰀						
U+12C01	o0902194	3519	2974	|U₄×8(N01).X|	U+12C01	𒰁						
U+12C02	o0902195	3520	2975	|U₄×N(N01)|	U+12C02	𒰂						
U+12C03	o0902196	3521	2976	|U₄×1(N14)|	U+12C03	𒰃						
U+12C04	o0902198	3522	2978	|U₄×(1(N14).2(N01))|	U+12C04	𒰄						
U+12C05	o0902200	3523	2981	|U₄×(1(N14).4(N01))|	U+12C05	𒰅						
U+12C06	o0902201	3524	2982	|U₄×(1(N14).8(N01))|	U+12C06	𒰆						
U+12C07	o0902202	3525	2983	|U₄×2(N14)|	U+12C07	𒰇						
U+12C08	o0902203	3526	2984	|U₄×(2(N14).4(N01))|	U+12C08	𒰈						
U+12C09	o0902204	3527	2985	|U₄×(3(N14).2(N01))|	U+12C09	𒰉						
U+12C0A	o0902205	3528	2986	|U₄×(3(N14).7(N01))|	U+12C0A	𒰊						
U+12C0B	o0902206	3529	2987	|U₄×1(N57)|	U+12C0B	𒰋						
U+12C0C	o0902207	3530	2988	|U₄×2(N57)|	U+12C0C	𒰌						
U+12C0D	o0902208	3531	2989	|U₄×3(N57)|	U+12C0D	𒰍						
U+12C0E	o0902209	3532	2990	|U₄×4(N57)|	U+12C0E	𒰎						
U+12C0F	o0902210	3533	2991	|U₄×5(N57)|	U+12C0F	𒰏						
U+12C10	o0902211	3534	2992	|U₄×6(N57)|	U+12C10	𒰐						
U+12C11	o0902212	3535	2993	|U₄×7(N57)|	U+12C11	𒰑						
U+12C12	o0902213	3536	2994	|U₄×8(N57)|	U+12C12	𒰒						
U+12C13	o0902214	3537	2995	|U₄×10(N57)|	U+12C13	𒰓						
U+12C14	o0902215	3538	2997	|U₄×1(N58@t)|	U+12C14	𒰔						
U+12C15	o0902226	3539	2998	U₄@t	U+12C15	𒰕						
U+12C16	o0902220	3540	2999	U₈	U+12C16	𒰖						
U+12C17	o0902225	3541	3002	|U₈×TAR~b|	U+12C17	𒰗						
U+12C18	o0902221	3542	3003	U₈~v1	U+12C18	𒰘						
U+12C19	o0902222	3543	3004	U₈~v2	U+12C19	𒰙						
U+12C1A	o0902223	3544	3005	U₈~v3	U+12C1A	𒰚						
U+12C1B	o0902227	3545	7947	UB	U+12C1B	𒰛						
U+12C1C	o0902229	3546	7949	UBI~a	U+12C1C	𒰜						
U+12C1D	o0902230	3547	7950	UBI~c	U+12C1D	𒰝						
U+12C1E	o0902231	3548	7951	UBI~c~v1	U+12C1E	𒰞						
U+12C1F	o0902234	3549	7954	UD₅~a	U+12C1F	𒰟						
U+12C20	o0902241	3550	7957	UD₅~a@g	U+12C20	𒰠						
U+12C21	o0902235	3551	7955	UD₅~a~v1	U+12C21	𒰡						
U+12C22	o0902236	3552	7956	UD₅~a~v2	U+12C22	𒰢						
U+12C23	o0902237	3553	7958	UD₅~b	U+12C23	𒰣						
U+12C24	o0902238	3554	7959	UD₅~c	U+12C24	𒰤						
U+12C25	o0902243	3555	7963	UDU~a	U+12C25	𒰥						
U+12C26	o0902247	3556	7967	|UDU~a×TAR~a|	U+12C26	𒰦						
U+12C27	o0902248	3557	7968	|UDU~a×TAR~b|	U+12C27	𒰧						
U+12C28	o0902244	3558	7969	UDU~b	U+12C28	𒰨						
U+12C29	o0902245	3559	7970	UDU~c	U+12C29	𒰩						
U+12C2A	o0902250	3560	7974	UDUNITA~a	U+12C2A	𒰪						
U+12C2B	o0902251	3561	7975	UDUNITA~b	U+12C2B	𒰫						
U+12C2C	o0902252	3562	7976	UDUNITA~c	U+12C2C	𒰬						
U+12C2D	o0902254	3563	7978	UH	U+12C2D	𒰭						
U+12C2E	o0902256	3564	7980	UH₃~a	U+12C2E	𒰮						
U+12C2F	o0902259	3565	7981	UH₃~a@t	U+12C2F	𒰯						
U+12C30	o0902257	3566	7982	UH₃~b	U+12C30	𒰰						
U+12C31	o0902261	3567	7994	UKKIN~a	U+12C31	𒰱						
U+12C32	o0902262	3568	7995	UKKIN~a~v1	U+12C32	𒰲						
U+12C33	o0902263	3569	7996	UKKIN~b	U+12C33	𒰳						
U+12C34	o0902268	3570	7997	|UKKIN~b×DIN|	U+12C34	𒰴						
U+12C35	o0902270	3571	7998	|UKKIN~b×(DIN.1(N01))|	U+12C35	𒰵						
U+12C36	o0902274	3572	7999	|UKKIN~b×HI@g~a|	U+12C36	𒰶						
U+12C37	o0902282	3573	8000	|UKKIN~b×NI~a|	U+12C37	𒰷						
U+12C38	o0902284	3574	8001	|UKKIN~b×X|	U+12C38	𒰸						
U+12C39	o0902276	3575	8002	|UKKIN~b×2(N01)|	U+12C39	𒰹						
U+12C3A	o0902278	3576	8003	|UKKIN~b×3(N01)|	U+12C3A	𒰺						
U+12C3B	o0902280	3577	8004	|UKKIN~b×5(N01)|	U+12C3B	𒰻						
U+12C3C	o0902264	3578	8005	UKKIN~b~v1	U+12C3C	𒰼						
U+12C3D	o0902265	3579	8007	UKKIN~c	U+12C3D	𒰽						
U+12C3E	o0902286	3580	8010	UMBIN~a	U+12C3E	𒰾						
U+12C3F	o0902287	3581	8011	UMBIN~b1	U+12C3F	𒰿						
U+12C40	o0902288	3582	8012	UMBIN~b2	U+12C40	𒱀						
U+12C41	o0902289	3583	8013	UMBIN~c	U+12C41	𒱁						
U+12C42	o0902290	3584	8014	UMUN₂	U+12C42	𒱂						
U+12C43	o0902291	3585	8015	UMUN₂~v1	U+12C43	𒱃						
U+12C44	o0902293	3586	8018	UNUG~a	U+12C44	𒱄						
U+12C45	o0902300	3587	8022	UNUG~a@s	U+12C45	𒱅						
U+12C46	o0902294	3588	8020	UNUG~a~v1	U+12C46	𒱆						
U+12C47	o0902298	3589	8021	|UNUG~a~v1×A@t|	U+12C47	𒱇						
U+12C48	o0902295	3590	8023	UNUG~b	U+12C48	𒱈						
U+12C49	o0902296	3591	8024	UNUG~c	U+12C49	𒱉						
U+12C4A	o0902302	3592	8028	UR~a	U+12C4A	𒱊						
U+12C4B	o0902306	3593	8030	|UR~a×KAR₂~b|	U+12C4B	𒱋						
U+12C4C	o0902308	3594	8031	UR~a@g	U+12C4C	𒱌						
U+12C4D	o0902303	3595	8032	UR~b	U+12C4D	𒱍						
U+12C4E	o0902304	3596	8033	UR~c	U+12C4E	𒱎						
U+12C4F	o0902309	3597	8035	UR₂	U+12C4F	𒱏						
U+12C50	o0902311	3598	8038	|UR₂×TAR~c|	U+12C50	𒱐						
U+12C51	o0902310	3599	8039	|UR₂×1(N57)|	U+12C51	𒱑						
U+12C52	o0902313	3600	8042	UR₃~a1	U+12C52	𒱒						
U+12C53	o0902314	3601	8043	UR₃~a1~v1	U+12C53	𒱓						
U+12C54	o0902315	3602	8044	UR₃~a2	U+12C54	𒱔						
U+12C55	o0902316	3603	8045	UR₃~a3	U+12C55	𒱕						
U+12C56	o0902317	3604	8046	UR₃~b1	U+12C56	𒱖						
U+12C57	o0902321	3605	8047	|UR₃~b1×MAŠ|	U+12C57	𒱗						
U+12C58	o0902318	3606	8048	UR₃~b2	U+12C58	𒱘						
U+12C59	o0902323	3607	8051	UR₄~a	U+12C59	𒱙						
U+12C5A	o0902324	3608	8052	UR₄~b	U+12C5A	𒱚						
U+12C5B	o0902325	3609	8053	UR₄~c	U+12C5B	𒱛						
U+12C5C	o0902327	3610	8055	UR₅~a	U+12C5C	𒱜						
U+12C5D	o0902328	3611	8056	UR₅~b	U+12C5D	𒱝						
U+12C5E	o0902329	3612	8057	URI	U+12C5E	𒱞						
U+12C5F	o0902332	3613	8059	URI₃~a	U+12C5F	𒱟						
U+12C60	o0902333	3614	8060	URI₃~a~v1	U+12C60	𒱠						
U+12C61	o0902334	3615	8061	URI₃~b	U+12C61	𒱡						
U+12C62	o0902337	3616	8062	URI₅	U+12C62	𒱢						
U+12C63	o0902339	3617	8076	URU~a1	U+12C63	𒱣						
U+12C64	o0902347	3618	8079	|URU~a1×AMAR~v2|	U+12C64	𒱤						
U+12C65	o0902349	3619	8080	|URU~a1×GU₄|	U+12C65	𒱥						
U+12C66	o0902351	3620	8081	|URU~a1×HI@g~a|	U+12C66	𒱦						
U+12C67	o0902365	3621	8083	|URU~a1×NIMGIR|	U+12C67	𒱧						
U+12C68	o0902367	3622	8084	|URU~a1×U₄|	U+12C68	𒱨						
U+12C69	o0902369	3623	8085	|URU~a1×X|	U+12C69	𒱩						
U+12C6A	o0902357	3624	8086	|URU~a1×1(N57)|	U+12C6A	𒱪						
U+12C6B	o0902359	3625	8087	|URU~a1×2(N57)|	U+12C6B	𒱫						
U+12C6C	o0902371	3626	8089	URU~a1@n	U+12C6C	𒱬						
U+12C6D	o0902340	3627	8090	URU~a2	U+12C6D	𒱭						
U+12C6E	o0902363	3628	8091	|URU~a2×1(N58)|	U+12C6E	𒱮						
U+12C6F	o0902353	3629	8093	|URU~a3×KALAM~a|	U+12C6F	𒱯						
U+12C70	o0902341	3630	8094	URU~b1	U+12C70	𒱰						
U+12C71	o0902342	3631	8095	URU~b2	U+12C71	𒱱						
U+12C72	o0902343	3632	8096	URU~c	U+12C72	𒱲						
U+12C73	o0902373	3633	8099	URUDU~a	U+12C73	𒱳						
U+12C74	o0902374	3634	8100	URUDU~a~v1	U+12C74	𒱴						
U+12C75	o0902375	3635	8101	URUDU~a~v2	U+12C75	𒱵						
U+12C76	o0902376	3636	8102	URUDU~c	U+12C76	𒱶						
U+12C77	o0902377	3637	8103	URUDU~d	U+12C77	𒱷						
U+12C78	o0902379	3638	8105	URUDU@g~a	U+12C78	𒱸						
U+12C79	o0902380	3639	8106	URUDU@g~b	U+12C79	𒱹						
U+12C7A	o0902381	3640	8107	URUDU@g~c	U+12C7A	𒱺						
U+12C7B	o0902382	3641	8108	URUDU@g~d	U+12C7B	𒱻						
U+12C7C	o0902384	3642	8112	UŠ~a	U+12C7C	𒱼						
U+12C7D	o0902392	3643	8113	|UŠ~a&UŠ~a|	U+12C7D	𒱽						
U+12C7E	o0902385	3644	8114	UŠ~b	U+12C7E	𒱾						
U+12C7F	o0902388	3645	8115	|UŠ~b×TAR~c|	U+12C7F	𒱿						
U+12C80	o0902393	3646	8117	|UŠ~b&UŠ~b|	U+12C80	𒲀						
U+12C81	o0902386	3647	8118	UŠ~b~v1	U+12C81	𒲁						
U+12C82	o0902389	3648	8120	|UŠ~b~v2×TAR~c|	U+12C82	𒲂						
U+12C83	o0902394	3649	8121	UŠUMGAL	U+12C83	𒲃						
U+12C84	o0902397	3650	8123	UŠUR₃~b1	U+12C84	𒲄						
U+12C85	o0902398	3651	8124	UŠUR₃~b2	U+12C85	𒲅						
U+12C86	o0902400	3652	8126	UTUA~a	U+12C86	𒲆						
U+12C87	o0902404	3653	8127	UTUA~a@t	U+12C87	𒲇						
U+12C88	o0902401	3654	8128	UTUA~b	U+12C88	𒲈						
U+12C89	o0902402	3655	8129	UTUA~b~v1	U+12C89	𒲉						
U+12C8A	o0902406	3656	8132	UTUL~a	U+12C8A	𒲊						
U+12C8B	o0902407	3657	8133	UTUL~b	U+12C8B	𒲋						
U+12C8C	o0902408	3658	8134	UTUL~c	U+12C8C	𒲌						
U+12C8D	o0902409	3659	8135	UTUL~d	U+12C8D	𒲍						
U+12C8E	o0902411	3660	8137	UZ~a	U+12C8E	𒲎						
U+12C8F	o0902412	3661	8138	UZU	U+12C8F	𒲏						
U+12C90	o0902416	3662	8144	ZA~v	U+12C90	𒲐						
U+12C91	o0902418	3663	8147	ZABALAM~a	U+12C91	𒲑						
U+12C92	o0902419	3664	8148	ZABALAM~b	U+12C92	𒲒						
U+12C93	o0902422	3665	8150	ZAG~a	U+12C93	𒲓						
U+12C94	o0902423	3666	8151	ZAG~a~v1	U+12C94	𒲔						
U+12C95	o0902424	3667	8152	ZAG~b	U+12C95	𒲕						
U+12C96	o0902425	3668	8153	ZAG~c	U+12C96	𒲖						
U+12C97	o0902427	3669	8155	ZAR~a	U+12C97	𒲗						
U+12C98	o0902428	3670	8156	ZAR~b1	U+12C98	𒲘						
U+12C99	o0902429	3671	8157	ZAR~b2	U+12C99	𒲙						
U+12C9A	o0902430	3672	8158	ZAR~c	U+12C9A	𒲚						
U+12C9B	o0902431	3673	8794	ZATU620	U+12C9B	𒲛						
U+12C9C	o0902433	3674	8796	ZATU621~a	U+12C9C	𒲜						
U+12C9D	o0902434	3675	8797	ZATU621~b	U+12C9D	𒲝						
U+12C9E	o0902435	3676	8798	ZATU621~c	U+12C9E	𒲞						
U+12C9F	o0902436	3677	8799	ZATU621~d	U+12C9F	𒲟						
U+12CA0	o0902437	3678	8800	ZATU622	U+12CA0	𒲠						
U+12CA1	o0902438	3679	8801	ZATU623	U+12CA1	𒲡						
U+12CA2	o0902439	3680	8802	ZATU623~v1	U+12CA2	𒲢						
U+12CA3	o0902440	3681	8803	ZATU623~v2	U+12CA3	𒲣						
U+12CA4	o0902442	3682	8805	ZATU624~a	U+12CA4	𒲤						
U+12CA5	o0902443	3683	8806	ZATU624~b	U+12CA5	𒲥						
U+12CA6	o0902444	3684	8807	ZATU624~c	U+12CA6	𒲦						
U+12CA7	o0902445	3685	8808	ZATU625	U+12CA7	𒲧						
U+12CA8	o0902446	3686	8809	ZATU625~v1	U+12CA8	𒲨						
U+12CA9	o0902448	3687	8811	ZATU626~a	U+12CA9	𒲩						
U+12CAA	o0902449	3688	8812	ZATU626~b	U+12CAA	𒲪						
U+12CAB	o0902450	3689	8813	ZATU626~c	U+12CAB	𒲫						
U+12CAC	o0902451	3690	8814	ZATU627	U+12CAC	𒲬						
U+12CAD	o0902453	3691	8816	ZATU628~a	U+12CAD	𒲭						
U+12CAE	o0902454	3692	8817	ZATU628~a~v1	U+12CAE	𒲮						
U+12CAF	o0902455	3693	8818	ZATU628~b	U+12CAF	𒲯						
U+12CB0	o0902456	3694	8819	ZATU629	U+12CB0	𒲰						
U+12CB1	o0902457	3695	8820	ZATU629~v1	U+12CB1	𒲱						
U+12CB2	o0902458	3696	8821	ZATU630	U+12CB2	𒲲						
U+12CB3	o0902459	3697	8822	ZATU631	U+12CB3	𒲳						
U+12CB4	o0902461	3698	8824	ZATU632~a	U+12CB4	𒲴						
U+12CB5	o0902462	3699	8825	ZATU632~a~v1	U+12CB5	𒲵						
U+12CB6	o0902463	3700	8826	ZATU632~b	U+12CB6	𒲶						
U+12CB7	o0902464	3701	8827	ZATU632~c	U+12CB7	𒲷						
U+12CB8	o0902466	3702	8829	ZATU633~a	U+12CB8	𒲸						
U+12CB9	o0902467	3703	8830	ZATU633~b	U+12CB9	𒲹						
U+12CBA	o0902468	3704	8831	ZATU634	U+12CBA	𒲺						
U+12CBB	o0902469	3705	8832	ZATU635	U+12CBB	𒲻						
U+12CBC	o0902470	3706	8833	ZATU636	U+12CBC	𒲼						
U+12CBD	o0902471	3707	8834	ZATU636~v1	U+12CBD	𒲽						
U+12CBE	o0902472	3708	8835	ZATU637	U+12CBE	𒲾						
U+12CBF	o0902473	3709	8837	ZATU639	U+12CBF	𒲿						
U+12CC0	o0902474	3710	8838	ZATU640	U+12CC0	𒳀						
U+12CC1	o0902475	3711	8839	ZATU641	U+12CC1	𒳁						
U+12CC2	o0902476	3712	8840	ZATU642	U+12CC2	𒳂						
U+12CC3	o0902477	3713	8841	ZATU643	U+12CC3	𒳃						
U+12CC4	o0902479	3714	8844	ZATU644~a	U+12CC4	𒳄						
U+12CC5	o0902482	3715	8845	|ZATU644~a×1(N14)|	U+12CC5	𒳅						
U+12CC6	o0902480	3716	8846	ZATU644~b	U+12CC6	𒳆						
U+12CC7	o0902483	3717	8848	ZATU646	U+12CC7	𒳇						
U+12CC8	o0902484	3718	8849	ZATU647	U+12CC8	𒳈						
U+12CC9	o0902485	3719	8850	ZATU647~v1	U+12CC9	𒳉						
U+12CCA	o0902486	3720	8851	ZATU648	U+12CCA	𒳊						
U+12CCB	o0902487	3721	8852	ZATU649	U+12CCB	𒳋						
U+12CCC	o0902488	3722	8853	ZATU649~v1	U+12CCC	𒳌						
U+12CCD	o0902489	3723	8854	ZATU650	U+12CCD	𒳍						
U+12CCE	o0902490	3724	8855	ZATU651	U+12CCE	𒳎						
U+12CCF	o0902493	3725	8856	|ZATU651×AN|	U+12CCF	𒳏						
U+12CD0	o0902495	3726	8859	|ZATU651×EN~a~v2|	U+12CD0	𒳐						
U+12CD1	o0902496	3727	8860	|ZATU651×GAR|	U+12CD1	𒳑						
U+12CD2	o0902497	3728	8861	|ZATU651×MA|	U+12CD2	𒳒						
U+12CD3	o0902499	3729	8863	|ZATU651×NUN~a|	U+12CD3	𒳓						
U+12CD4	o0902502	3730	8866	|ZATU651×X|	U+12CD4	𒳔						
U+12CD5	o0902504	3731	8868	|ZATU651×ZAR~c|	U+12CD5	𒳕						
U+12CD6	o0902505	3732	8872	ZATU651@g	U+12CD6	𒳖						
U+12CD7	o0902491	3733	8869	ZATU651~v1	U+12CD7	𒳗						
U+12CD8	o0902492	3734	8870	ZATU651~v2	U+12CD8	𒳘						
U+12CD9	o0902501	3735	8871	|ZATU651~v2×ŠE~a|	U+12CD9	𒳙						
U+12CDA	o0902506	3736	8880	ZATU659	U+12CDA	𒳚						
U+12CDB	o0902507	3737	8881	|ZATU659×1(N01)|	U+12CDB	𒳛						
U+12CDC	o0902508	3738	8882	|ZATU659×1(N14)|	U+12CDC	𒳜						
U+12CDD	o0902509	3739	8884	|ZATU659×1(N58@t)|	U+12CDD	𒳝						
U+12CDE	o0902511	3740	8888	ZATU662	U+12CDE	𒳞						
U+12CDF	o0902515	3741	8890	|ZATU662×1(N14)|	U+12CDF	𒳟						
U+12CE0	o0902512	3742	8893	ZATU662~v1	U+12CE0	𒳠						
U+12CE1	o0902516	3743	8894	|ZATU662~v1×1(N14)|	U+12CE1	𒳡						
U+12CE2	o0902513	3744	8895	ZATU662~v2	U+12CE2	𒳢						
U+12CE3	o0902517	3745	8896	|ZATU662~v2×1(N14)|	U+12CE3	𒳣						
U+12CE4	o0902514	3746	8897	ZATU662~v3	U+12CE4	𒳤						
U+12CE5	o0902518	3747	8899	ZATU664	U+12CE5	𒳥						
U+12CE6	o0902519	3748	8900	ZATU665	U+12CE6	𒳦						
U+12CE7	o0902520	3749	8901	ZATU666	U+12CE7	𒳧						
U+12CE8	o0902521	3750	8902	ZATU667	U+12CE8	𒳨						
U+12CE9	o0902522	3751	8903	ZATU668	U+12CE9	𒳩						
U+12CEA	o0902523	3752	8904	ZATU669	U+12CEA	𒳪						
U+12CEB	o0902524	3753	8905	ZATU670	U+12CEB	𒳫						
U+12CEC	o0902525	3754	8907	ZATU672	U+12CEC	𒳬						
U+12CED	o0902526	3755	8909	ZATU674	U+12CED	𒳭						
U+12CEE	o0902528	3756	8911	ZATU675~a	U+12CEE	𒳮						
U+12CEF	o0902529	3757	8912	ZATU675~b	U+12CEF	𒳯						
U+12CF0	o0902530	3758	8913	ZATU675~b~v1	U+12CF0	𒳰						
U+12CF1	o0902531	3759	8914	ZATU675~c	U+12CF1	𒳱						
U+12CF2	o0902532	3760	8915	ZATU675~d	U+12CF2	𒳲						
U+12CF3	o0902534	3761	8917	ZATU676~a	U+12CF3	𒳳						
U+12CF4	o0902535	3762	8918	ZATU676~b	U+12CF4	𒳴						
U+12CF5	o0902537	3763	8920	ZATU677~a	U+12CF5	𒳵						
U+12CF6	o0902538	3764	8921	ZATU677~b	U+12CF6	𒳶						
U+12CF7	o0902539	3765	8922	ZATU678	U+12CF7	𒳷						
U+12CF8	o0902540	3766	8923	ZATU679	U+12CF8	𒳸						
