397	𒜟	ASAR	ASAR			ASAR		
398	𒜠	ASZ2	ASH2			AŠ₂		
399	𒜡	AZ	AZ			AZ		
400	𒜢	AZU	AZU			AZU		
401	𒜣	BA	BA			BA		
402	𒜤	BAD	BAD			BAD		
403	𒜥	BAD3~a	BAD3-A			BAD₃~a		
404	𒜦	BAD3~b1	BAD3-B1			BAD₃~b1		
405	𒜧	BAD3~b2	BAD3-B2			BAD₃~b2		
406	𒜨	BAHAR2~a	BAHAR2-A			BAHAR₂~a		
406.1	𒜩	BAHAR2~a	BAHAR2-A VARIANT 1			BAHAR₂~a~v1		
407	𒜪	BAHAR2~b	BAHAR2-B			BAHAR₂~b		
407.1	𒜫	BAHAR2~b	BAHAR2-B VARIANT 1			BAHAR₂~b~v1		
408	𒜬	BAHAR2~c	BAHAR2-C			BAHAR₂~c		
409	𒜭	BALA~a	BALA-A			BALA~a		
410	𒜮	BALA~b	BALA-B			BALA~b		
410.1	𒜯	BALA~b	BALA-B VARIANT 1			BALA~b~v1		
411	𒜰	BALAG	BALAG			BALAG		
411.1	𒜱	BALAG	BALAG VARIANT 1			BALAG~v1		
412	𒜲	BAN~a	BAN-A			BAN~a		
412.1	𒜳	BAN~a	BAN-A VARIANT 1			BAN~a~v1		
412.2	𒜴	BAN~a	BAN-A VARIANT 2			BAN~a~v2		
413	𒜵	BAN~b	BAN-B			BAN~b		
414	𒜶	BANSZUR~a	BANSHUR-A			BANŠUR~a		
415	𒜷	BANSZUR~a@t	BANSHUR-A TENU			BANŠUR~a@t		
416	𒜸	BANSZUR~b1	BANSHUR-B1			BANŠUR~b1		
417	𒜹	BANSZUR~b2	BANSHUR-B2			BANŠUR~b2		
418	𒜺	BANSZUR~c	BANSHUR-C			BANŠUR~c		
419	𒜻	BAPPIR~a	BAPPIR-A			BAPPIR~a		
420	𒜼	BAPPIR~b	BAPPIR-B			BAPPIR~b		
421	𒜽	BAPPIR~c	BAPPIR-C			BAPPIR~c		
422	𒜾	BAPPIR~d	BAPPIR-D			BAPPIR~d		
423	𒜿	BAPPIR~e	BAPPIR-E			BAPPIR~e		
424	𒝀	BAPPIR~f	BAPPIR-F			BAPPIR~f		
425	𒝁	BAR	BAR			BAR		
426	𒝂	BARA2~a	BARA2-A			BARA₂~a		
426.1	𒝃	BARA2~a	BARA2-A VARIANT 1			BARA₂~a~v1		
427	𒝄	BARA2~b	BARA2-B			BARA₂~b		
427.1	𒝅	BARA2~b	BARA2-B VARIANT 1			BARA₂~b~v1		
428	𒝆	BARA3	BARA3			BARA₃		
429	𒝇	BIR~a	BIR-A			BIR~a		
430	𒝈	BIR~b	BIR-B			BIR~b		
431	𒝉	BIR~c	BIR-C			BIR~c		
432	𒝊	BIR3~a	BIR3-A			BIR₃~a		
432.1	𒝋	BIR3~a	BIR3-A VARIANT 1			BIR₃~a~v1		
433	𒝌	BIR3~b	BIR3-B			BIR₃~b		
433.1	𒝍	BIR3~b	BIR3-B VARIANT 1			BIR₃~b~v1		
434	𒝎	BIR3~c	BIR3-C			BIR₃~c		
435	𒝏	BU~a	BU-A			BU~a		
435.1	𒝐	BU~a	BU-A VARIANT 1			BU~a~v1		
436	𒝑	BU~b	BU-B			BU~b		
437	𒝒	BU3	BU3			BU₃		
438	𒝓	BULUG	BULUG			BULUG		
439	𒝔	BULUG3	BULUG3			BULUG₃		
440	𒝕	BUR~a	BUR-A			BUR~a		
441	𒝖	BUR~b	BUR-B			BUR~b		
442	𒝗	BUR~c	BUR-C			BUR~c		
443	𒝘	BUR~d	BUR-D			BUR~d		
444	𒝙	BUR2	BUR2			BUR₂		
445	𒝚	DA~a	DA-A			DA~a		
446	𒝛	DA~b	DA-B			DA~b		
447	𒝜	DA~c	DA-C			DA~c		
448	𒝝	DA~d	DA-D			DA~d		
449	𒝞	DAG	DAG	remove		DAG		
450	𒝟	DAH	DAH			DAH		
451	𒝠	DAM	DAM			DAM		
452	𒝡	DANNA	DANNA			DANNA		
453	𒝢	DAR~a	DAR-A			DAR~a		
454	𒝣	DAR~b	DAR-B			DAR~b		
455	𒝤	DAR~c	DAR-C			DAR~c		
456	𒝥	DAR~d	DAR-D			DAR~d		
457	𒝦	DARA3~a	DARA3-A			DARA₃~a		
458	𒝧	DARA3~b	DARA3-B			DARA₃~b		
459	𒝨	DARA3~c	DARA3-C			DARA₃~c		
459.1	𒝩	DARA3~c	DARA3-C VARIANT 1			DARA₃~c~v1		
460	𒝪	DARA3~d	DARA3-D			DARA₃~d		
461	𒝫	DARA4~a1	DARA4-A1			DARA₄~a1		
462	𒝬	DARA4~a2	DARA4-A2			DARA₄~a2		
463	𒝭	DARA4~a3	DARA4-A3			DARA₄~a3		
464	𒝮	DARA4~b	DARA4-B			DARA₄~b		
465	𒝯	DARA4~c1	DARA4-C1			DARA₄~c1		
466	𒝰	DARA4~c2	DARA4-C2			DARA₄~c2		
467	𒝱	DARA4~c3	DARA4-C3			DARA₄~c3		
468	𒝲	DARA4~c4	DARA4-C4			DARA₄~c4		
469	𒝳	DARA4~c5	DARA4-C5			DARA₄~c5		
470	𒝴	DI	DI			DI		
471	𒝵	DI@t	DI TENU			DI@t		
472	𒝶	DIB	DIB			DIB		
472.1	𒝷	DIB	DIB VARIANT 1			DIB~v1		
473	𒝸	DILMUN	DILMUN			DILMUN		
473.1	𒝹	DILMUN	DILMUN VARIANT 1			DILMUN~v1		
473.2	𒝺	DILMUN	DILMUN VARIANT 2			DILMUN~v2		
474	𒝻	DIM~a	DIM-A			DIM~a		
475	𒝼	DIM~b	DIM-B			DIM~b		
476	𒝽	DIM~c	DIM-C			DIM~c		
477	𒝾	DIN	DIN			DIN		
478	𒝿	DIN@t	DIN TENU			DIN@t		
479	𒞀	DU	DU			DU		
480	𒞁	DU@g	DU GUNU			DU@g		
481	𒞂	DU6~a	DU6-A			DU₆~a		
481.1	𒞃	DU6~a	DU6-A VARIANT 1			DU₆~a~v1		
482	𒞄	DU6~b	DU6-B			DU₆~b		
483	𒞅	DU6~c	DU6-C			DU₆~c		
484	𒞆	DU7	DU7			DU₇		
485	𒞇	DU8~a	DU8-A			DU₈~a		
486	𒞈	DU8~b	DU8-B			DU₈~b		
486.1	𒞉	DU8~b	DU8-B VARIANT 1			DU₈~b~v1		
487	𒞊	DU8~c	DU8-C			DU₈~c		
488	𒞋	DU8~c@g	DU8-C GUNU			DU₈~c@g		
488.1	𒞌	DU8~c@g	DU8-C GUNU VARIANT 1			DU₈~c@g~v1		
489	𒞍	DUB~a	DUB-A			DUB~a		
490	𒞎	DUB~b	DUB-B			DUB~b		
490.1	𒞏	DUB~b	DUB-B VARIANT 1			DUB~b~v1		
490.2	𒞐	DUB~b	DUB-B VARIANT 2			DUB~b~v2		
490.3	𒞑	DUB~b	DUB-B VARIANT 3			DUB~b~v3		
490.4	𒞒	DUB~b	DUB-B VARIANT 4			DUB~b~v4		
491	𒞓	DUB~c	DUB-C			DUB~c		
492	𒞔	DUB~d	DUB-D			DUB~d		
493	𒞕	DUB~e	DUB-E			DUB~e		
494	𒞖	DUB~f	DUB-F			DUB~f		
495	𒞗	DUB2	DUB2			DUB₂		
496	𒞘	DUG~a	DUG-A			DUG~a		
496.1	𒞙	DUG~a	DUG-A VARIANT 1			DUG~a~v1		
496.2	𒞚	DUG~a	DUG-A VARIANT 2			DUG~a~v2		
497	𒞛	DUG~b	DUG-B			DUG~b		
497.1	𒞜	DUG~b	DUG-B VARIANT 1			DUG~b~v1		
498	𒞝	DUG~c	DUG-C			DUG~c~v1		
498.1	𒞞	DUG~c	DUG-C VARIANT 1			DUG~c~v3		
499	𒞟	DUG~c@t	DUG-C TENU			DUG~c@t		
500	𒞠	DUG~d	DUG-D	delete	# Duplicates 499 DUG~c@t 𒞟	DUG~d		
501	𒞡	DUGUD	DUGUD			DUGUD		
502	𒞢	DUR~a	DUR-A			DUR~a		
503	𒞣	DUR~b	DUR-B			DUR~b		
504	𒞤	DUR2	DUR2			DUR₂		
505	𒞥	E~a	E-A			E~a		
506	𒞦	E~b	E-B			E~b		
507	𒞧	E~c	E-C			E~c		
508	𒞨	E~d	E-D			E~d		
509	𒞩	E~e	E-E	remove		E~e		
510	𒞪	E2~a	E2-A			E₂~a		
511	𒞫	E2~b	E2-B			E₂~b		
512	𒞬	E2~c	E2-C			E₂~c		
513	𒞭	E2~d	E2-D			E₂~d		
514	𒞮	E3~a	E3-A			E₃~a		
515	𒞯	E3~b	E3-B			E₃~b		
516	𒞰	EDIN	EDIN			EDIN		
517	𒞱	EN~a	EN-A			EN~a		
517.1	𒞲	EN~a	EN-A VARIANT 1			EN~a~v1		
517.2	𒞳	EN~a	EN-A VARIANT 2			EN~a~v2		
517.3	𒞴	EN~a	EN-A VARIANT 3			EN~a~v3		
518	𒞵	EN~b	EN-B			EN~b		
518.1	𒞶	EN~b	EN-B VARIANT 1			EN~b~v1		
519	𒞷	EN~b@t	EN-B TENU			EN~b@t		
520	𒞸	EN~c	EN-C			EN~c		
520.1	𒞹	EN~c	EN-C VARIANT 1			EN~c~v1		
521	𒞺	EN~e	EN-E			EN~e		
522	𒞻	EN@g~a	EN GUNU-A			EN@g~a		
523	𒞼	EN@g~b	EN GUNU-B			EN@g~b		
524	𒞽	EN2	EN2			EN₂		
525	𒞾	ENDIB	ENDIB			ENDIB		
526	𒞿	ENGIZ	ENGIZ			ENGIZ		
527	𒟀	ENKUM	ENKUM			ENKUM		
527.1	𒟁	ENKUM	ENKUM VARIANT 1			ENKUM~v1		
528	𒟂	ENLIL	ENLIL			ENLIL		
529	𒟃	ENSI	ENSI	remove		ENSI		
530	𒟄	ENSI2	ENSI2	remove		ENSI₂		
531	𒟅	ERIM~a	ERIM-A			ERIM~a		
532	𒟆	ERIM~b1	ERIM-B1			ERIM~b1		
533	𒟇	ERIM~b2	ERIM-B2			ERIM~b2		
534	𒟈	ERIM2	ERIM2			ERIM₂		
535	𒟉	ERIN	ERIN			ERIN		
536	𒟊	ESZDA	ESHDA			EŠDA		
537	𒟋	ESZGAR	ESHGAR			EŠGAR		
538	𒟌	EZEN~a	EZEN-A			EZEN~a		
538.1	𒟍	EZEN~a	EZEN-A VARIANT 1			EZEN~a~v1		
539	𒟎	EZEN~b	EZEN-B			EZEN~b		
540	𒟏	EZEN~b@t	EZEN-B TENU			EZEN~b@t		
541	𒟐	EZEN~c	EZEN-C	delete	# Duplicates 540 EZEN~b@t 𒟏	EZEN~c		
542	𒟑	EZINU~a	EZINU-A			EZINU~a		
543	𒟒	EZINU~b	EZINU-B			EZINU~b		
544	𒟓	EZINU~c	EZINU-C			EZINU~c		
545	𒟔	EZINU~d	EZINU-D			EZINU~d		
546	𒟕	GA~a	GA-A			GA~a		
546.1	𒟖	GA~a	GA-A VARIANT 1			GA~a~v1		
546.2	𒟗	GA~a	GA-A VARIANT 2			GA~a~v2		
546.3	𒟘	GA~a	GA-A VARIANT 3			GA~a~v3		
546.4	𒟙	GA~a	GA-A VARIANT 4			GA~a~v4		
547	𒟚	GA~b	GA-B			GA~b		
548	𒟛	GA~c	GA-C			GA~c		
549	𒟜	GA2~a1	GA2-A1			GA₂~a1		
550	𒟝	GA2~a2	GA2-A2			GA₂~a2		
551	𒟞	GA2~a3	GA2-A3			GA₂~a3		
552	𒟟	GA2~a4	GA2-A4			GA₂~a4		
553	𒟠	GA2~b	GA2-B			GA₂~b		
554	𒟡	GA2~c	GA2-C			GA₂~c		
555	𒟢	GA’AR~a1	GAAR-A1			GAʾAR~a1		
556	𒟣	GA’AR~a2	GAAR-A2			GAʾAR~a2		
557	𒟤	GA’AR~b1	GAAR-B1			GAʾAR~b1		
558	𒟥	GA’AR~b2	GAAR-B2			GAʾAR~b2		
559	𒟦	GADA~a	GADA-A			GADA~a		
560	𒟧	GADA~b	GADA-B			GADA~b		
561	𒟨	GADA~b@g	GADA-B GUNU			GADA~b@g		
562	𒟩	GAL~a	GAL-A			GAL~a		
563	𒟪	GAL~b	GAL-B			GAL~b		
564	𒟫	GALGA~a	GALGA-A			GALGA~a		
565	𒟬	GALGA~b	GALGA-B			GALGA~b		
566	𒟭	GAN~a	GAN-A			GAN~a		
566.1	𒟮	GAN~a	GAN-A VARIANT 1			GAN~a~v1		
567	𒟯	GAN~b	GAN-B			GAN~b		
567.1	𒟰	GAN~b	GAN-B VARIANT 1			GAN~b~v1		
567.2	𒟱	GAN~b	GAN-B VARIANT 2			GAN~b~v2		
567.3	𒟲	GAN~b	GAN-B VARIANT 3			GAN~b~v3		
568	𒟳	GAN~c	GAN-C			GAN~c		
568.1	𒟴	GAN~c	GAN-C VARIANT 1			GAN~c~v1		
569	𒟵	GAN~d	GAN-D	remove		GAN~d		
570	𒟶	GAN2	GAN2			GAN₂		
571	𒟷	GAR	GAR			GAR		
572	𒟸	GAR@g~a	GAR GUNU-A			GAR@g~a		
573	𒟹	GAR@g~b	GAR GUNU-B			GAR@g~b		
574	𒟺	GAR@g~c	GAR GUNU-C			GAR@g~c		
575	𒟻	GAR3	GAR3			GAR₃		
576	𒟼	GARA2~a	GARA2-A			GARA₂~a		
577	𒟽	GARA2~b	GARA2-B			GARA₂~b		
578	𒟾	GAZI	GAZI			GAZI		
579	𒟿	GESZTIN~a	GESHTIN-A			GEŠTIN~a		
580	𒠀	GESZTIN~c	GESHTIN-C	remove		GEŠTIN~c		
581	𒠁	GESZTU~a	GESHTU-A			GEŠTU~a		
581.1	𒠂	GESZTU~a	GESHTU-A VARIANT 1			GEŠTU~a~v1		
581.2	𒠃	GESZTU~a	GESHTU-A VARIANT 2			GEŠTU~a~v2		
582	𒠄	GESZTU~b	GESHTU-B			GEŠTU~b		
583	𒠅	GESZTU~c3	GESHTU-C3			GEŠTU~c3		
583.1	𒠆	GESZTU~c3	GESHTU-C3 VARIANT 1			GEŠTU~c3~v1		
584	𒠇	GESZTU~c5	GESHTU-C5			GEŠTU~c5		
585	𒠈	GI	GI			GI		
585.1	𒠉	GI	GI VARIANT 1			GI~v1		
586	𒠊	GI@t	GI TENU			GI@t		
587	𒠋	GI4~a	GI4-A			GI₄~a		
588	𒠌	GI4~b	GI4-B			GI₄~b		
589	𒠍	GI6	GI6			GI₆		
589.1	𒠎	GI6	GI6 VARIANT 1			GI₆~v1		
590	𒠏	GIBIL	GIBIL			GIBIL		
591	𒠐	GIBIL@t	GIBIL TENU			GIBIL@t		
592	𒠑	GIBIL6	GIBIL6			GIBIL₆		
593	𒠒	GIG	GIG	remove		GIG		
594	𒠓	GIL	GIL	remove		GIL		
595	𒠔	GIR~a	GIR-A			GIR~a		
596	𒠕	GIR~b	GIR-B			GIR~b		
596.1	𒠖	GIR~b	GIR-B VARIANT 1			GIR~b~v1		
597	𒠗	GIR~c	GIR-C			GIR~c		
598	𒠘	GIR~d	GIR-D			GIR~d		
599	𒠙	GIR2~a	GIR2-A			GIR₂~a		
600	𒠚	GIR2~b	GIR2-B			GIR₂~b		
601	𒠛	GIR3~a	GIR3-A			GIR₃~a		
602	𒠜	GIR3~b	GIR3-B			GIR₃~b		
603	𒠝	GIR3~c	GIR3-C			GIR₃~c		
604	𒠞	GIR3@g~a	GIR3 GUNU-A			GIR₃@g~a		
605	𒠟	GIR3@g~b	GIR3 GUNU-B			GIR₃@g~b		
606	𒠠	GIR3@g~c	GIR3 GUNU-C			GIR₃@g~c		
607	𒠡	GIR4	GIR4	remove		GIR₄		
608	𒠢	GISAL~a	GISAL-A			GISAL~a		
609	𒠣	GISAL~b	GISAL-B			GISAL~b		
610	𒠤	GISZ	GISH			GIŠ		
611	𒠥	GISZ~x	GISH-X	remove		GIŠ~v		
612	𒠦	GISZ@t	GISH TENU			GIŠ@t		
613	𒠧	GISZ3~a	GISH3-A			GIŠ₃~a		
614	𒠨	GISZ3~b	GISH3-B			GIŠ₃~b		
615	𒠩	GISZGAL	GISHGAL			GIŠGAL		
615.1	𒠪	GISZGAL	GISHGAL VARIANT 1			GIŠGAL~v1		
616	𒠫	GISZIMMAR~a1	GISHIMMAR-A1			GIŠIMMAR~a1		
617	𒠬	GISZIMMAR~a2	GISHIMMAR-A2			GIŠIMMAR~a2		
618	𒠭	GISZIMMAR~a3	GISHIMMAR-A3			GIŠIMMAR~a3		
619	𒠮	GISZIMMAR~b1	GISHIMMAR-B1			GIŠIMMAR~b1		
619.1	𒠯	GISZIMMAR~b1	GISHIMMAR-B1 VARIANT 1			GIŠIMMAR~b1~v1		
619.2	𒠰	GISZIMMAR~b1	GISHIMMAR-B1 VARIANT 2			GIŠIMMAR~b1~v2		
620	𒠱	GISZIMMAR~b3	GISHIMMAR-B3			GIŠIMMAR~b3		
621	𒠲	GIZZAL~x	GIZZAL-X	rename		GIZZAL~v	PROTO-CUNEIFORM SIGN GIZZAL-V	
622	𒠳	GU	GU			GU		
623	𒠴	GU2	GU2			GU₂		
624	𒠵	GU4	GU4			GU₄		
624.1	𒠶	GU4	GU4 VARIANT 1			GU₄~v1		
625	𒠷	GU4@g	GU4 GUNU			GU₄@g		
626	𒠸	GU7	GU7			GU₇		
626.1	𒠹	GU7	GU7 VARIANT 1			GU₇~v1		
627	𒠺	GUB3~a	GUB3-A			GUB₃~a		
628	𒠻	GUB3~b	GUB3-B			GUB₃~b		
629	𒠼	GUB3~c	GUB3-C			GUB₃~c		
630	𒠽	GUB3~d	GUB3-D			GUB₃~d		
631	𒠾	GUG2	GUG2			GUG₂		
631.1	𒠿	GUG2	GUG2 VARIANT 1			GUG₂~v1		
632	𒡀	GUG2@t	GUG2 TENU			GUG₂@t		
633	𒡁	GUKKAL~a	GUKKAL-A			GUKKAL~a		
634	𒡂	GUKKAL~b	GUKKAL-B			GUKKAL~b		
635	𒡃	GUKKAL~c	GUKKAL-C			GUKKAL~c		
636	𒡄	GUKKAL~d	GUKKAL-D			GUKKAL~d		
637	𒡅	GUL	GUL			GUL		
638	𒡆	GUM~a	GUM-A			GUM~a		
639	𒡇	GUM~b	GUM-B			GUM~b		
639.1	𒡈	GUM~b	GUM-B VARIANT 1			GUM~b~v1		
640	𒡉	GUM~b@n	GUM-B NUTILLU			GUM~b@n		
640.1	𒡊	GUM~b@n	GUM-B NUTILLU VARIANT 1			GUM~b@n~v1		
641	𒡋	GUN3~a	GUN3-A			GUN₃~a		
642	𒡌	GUN3~b	GUN3-B			GUN₃~b		
643	𒡍	GUR	GUR			GUR		
644	𒡎	GURUSZ~a	GURUSH-A			GURUŠ~a		
644.1	𒡏	GURUSZ~a	GURUSH-A VARIANT 1			GURUŠ~a~v1		
645	𒡐	GURUSZ~b	GURUSH-B			GURUŠ~b		
646	𒡑	GURUSZDA	GURUSHDA			GURUŠDA		
647	𒡒	HAL	HAL			HAL		
648	𒡓	HALUB	HALUB			HALUB		
649	𒡔	HASZHUR	HASHHUR			HAŠHUR		
650	𒡕	HI	HI			HI		
651	𒡖	HI@g~a	HI GUNU-A			HI@g~a		
652	𒡗	HI@g~b	HI GUNU-B			HI@g~b		
653	𒡘	HI@g~c	HI GUNU-C			HI@g~c		
654	𒡙	HUB2	HUB2	remove		HUB₂		
655	𒡚	I	I			I		
656	𒡛	IB~a	IB-A			IB~a		
657	𒡜	IB~a@n	IB-A NUTILLU			IB~a@n		
658	𒡝	IB~b	IB-B			IB~b		
659	𒡞	IDIGNA	IDIGNA			IDIGNA		
659.1	𒡟	IDIGNA	IDIGNA VARIANT 1			IDIGNA~v1		
660	𒡠	IG~a	IG-A			IG~a		
661	𒡡	IG~b	IG-B			IG~b		
662	𒡢	IGI	IGI	remove		IGI		
663	𒡣	IL	IL			IL		
664	𒡤	ILDUM~a	ILDUM-A			ILDUM~a		
665	𒡥	ILDUM~b	ILDUM-B			ILDUM~b		
666	𒡦	IM~a	IM-A			IM~a		
667	𒡧	IM~a@g	IM-A GUNU	remove		IM~a@g		
668	𒡨	IM~b	IM-B			IM~b		
669	𒡩	IN~b	IN-B			IN~b		
669.1	𒡪	IN~b	IN-B VARIANT 1			IN~b~v1		
670	𒡫	IN~d	IN-D			IN~d		
671	𒡬	IR~a	IR-A			IR~a		
672	𒡭	IR~b	IR-B			IR~b		
673	𒡮	IR~c	IR-C			IR~c		
674	𒡯	IR~d	IR-D			IR~d		
675	𒡰	IR11	IR11			IR₁₁		
675.1	𒡱	IR11	IR11 VARIANT 1			IR₁₁~v1		
676	𒡲	IRHAN	IRHAN			IRHAN		
677	𒡳	ISZ~a	ISH-A			IŠ~a		
677.1	𒡴	ISZ~a	ISH-A VARIANT 1			IŠ~a~v1		
678	𒡵	ISZ~b	ISH-B	newglyph	NEW GLYPH=𒡶	IŠ~b		12876
678.1	𒡶	ISZ~b	ISH-B VARIANT 1	newglyph	NEW GLYPH=𒡵	IŠ~b~v1		12875
678.2	𒡷	ISZ~b	ISH-B VARIANT 2			IŠ~b~v2		
678.3	𒡸	ISZ~b	ISH-B VARIANT 3			IŠ~b~v3		
678.4	𒡹	ISZ~b	ISH-B VARIANT 4			IŠ~b~v4		
678.5	𒡺	ISZ~b	ISH-B VARIANT 5			IŠ~b~v5		
679	𒡻	ISZ~c	ISH-C			IŠ~c		
680	𒡼	KA~a	KA-A			KA~a		
681	𒡽	KA2~a	KA2-A			KA₂~a		
682	𒡾	KA2~b	KA2-B			KA₂~b		
683	𒡿	KA2~c	KA2-C			KA₂~c		
684	𒢀	KA2~d	KA2-D	remove		KA₂~d		
685	𒢁	KAB	KAB			KAB		
686	𒢂	KAD4~a	KAD4-A			KAD₄~a		
687	𒢃	KAD4~b	KAD4-B			KAD₄~b		
688	𒢄	KAD4~c1	KAD4-C1			KAD₄~c1		
689	𒢅	KAD4~c2	KAD4-C2			KAD₄~c2		
690	𒢆	KAK~a	KAK-A			KAK~a		
691	𒢇	KAK~b	KAK-B			KAK~b		
692	𒢈	KAL~a	KAL-A			KAL~a		
693	𒢉	KAL~b1	KAL-B1			KAL~b1		
693.1	𒢊	KAL~b1	KAL-B1 VARIANT 1			KAL~b1~v1		
694	𒢋	KAL~b2	KAL-B2			KAL~b2		
695	𒢌	KALAM~a	KALAM-A			KALAM~a		
696	𒢍	KALAM~b	KALAM-B			KALAM~b		
697	𒢎	KALAM~c	KALAM-C			KALAM~c		
698	𒢏	KALAM~d	KALAM-D			KALAM~d		
699	𒢐	KALAM~e	KALAM-E			KALAM~e		
700	𒢑	KALAM~f	KALAM-F			KALAM~f		
701	𒢒	KAR	KAR			KAR		
702	𒢓	KAR2~a	KAR2-A			KAR₂~a		
703	𒢔	KAR2~b	KAR2-B			KAR₂~b		
704	𒢕	KASZ~a	KASH-A			KAŠ~a		
704.1	𒢖	KASZ~a	KASH-A VARIANT 1			KAŠ~a~v1		
705	𒢗	KASZ~b	KASH-B			KAŠ~b		
705.1	𒢘	KASZ~b	KASH-B VARIANT 1			KAŠ~b~v1		
706	𒢙	KASZ~b@t	KASH-B TENU			KAŠ~b@t		
707	𒢚	KASZ~c	KASH-C			KAŠ~c		
708	𒢛	KASZ~d	KASH-D			KAŠ~d		
709	𒢜	KASKAL	KASKAL			KASKAL		
710	𒢝	KASKAL@g	KASKAL GUNU			KASKAL@g		
711	𒢞	KESZ2	KESH2	remove		KEŠ₂		
712	𒢟	KI	KI			KI		
713	𒢠	KI@n	KI NUTILLU			KI@n		
714	𒢡	KIB	KIB			KIB		
715	𒢢	KIB@g	KIB GUNU			KIB@g		
716	𒢣	KID~a	KID-A			KID~a		
717	𒢤	KID~b	KID-B			KID~b		
718	𒢥	KID~c	KID-C			KID~c		
719	𒢦	KID~d	KID-D			KID~d		
720	𒢧	KID~e	KID-E			KID~e		
721	𒢨	KIN	KIN			KIN		
722	𒢩	KIN2~a	KIN2-A			KIN₂~a		
723	𒢪	KIN2~c	KIN2-C			KIN₂~c		
724	𒢫	KIN2~d	KIN2-D			KIN₂~d		
725	𒢬	KIN2~e	KIN2-E			KIN₂~e		
726	𒢭	KINGAL	KINGAL			KINGAL		
726.1	𒢮	KINGAL	KINGAL VARIANT 1			KINGAL~v1		
727	𒢯	KIR11	KIR11			KIR₁₁		
728	𒢰	KISAL~a1	KISAL-A1			KISAL~a1		
729	𒢱	KISAL~a2	KISAL-A2			KISAL~a2		
730	𒢲	KISAL~b1	KISAL-B1			KISAL~b1		
731	𒢳	KISAL~b2	KISAL-B2			KISAL~b2		
732	𒢴	KISAL~b2@t	KISAL-B2 TENU			KISAL~b2@t		
733	𒢵	KISAL~b3	KISAL-B3			KISAL~b3		
734	𒢶	KISZ	KISH			KIŠ		
734.1	𒢷	KISZ	KISH VARIANT 1			KIŠ~v1		
735	𒢸	KISZIK~a	KISHIK-A			KIŠIK~a		
736	𒢹	KISZIK~b	KISHIK-B			KIŠIK~b		
737	𒢺	KISIM~a	KISIM-A			KISIM~a		
738	𒢻	KISIM~b	KISIM-B			KISIM~b		
738.1	𒢼	KISIM~b	KISIM-B VARIANT 1			KISIM~b~v1		
738.2	𒢽	KISIM~b	KISIM-B VARIANT 2			KISIM~b~v2		
738.3	𒢾	KISIM~b	KISIM-B VARIANT 3			KISIM~b~v3		
739	𒢿	KISIM~c	KISIM-C			KISIM~c		
740	𒣀	KITI	KITI			KITI		
740.1	𒣁	KITI	KITI VARIANT 1			KITI~v1		
741	𒣂	KU~a	KU-A			KU~a		
742	𒣃	KU~a@t	KU-A TENU	remove		KU~a@t		
743	𒣄	KU~b1	KU-B1			KU~b1		
744	𒣅	KU~b2	KU-B2			KU~b2		
745	𒣆	KU3~a	KU3-A			KU₃~a		
746	𒣇	KU3~c	KU3-C			KU₃~c		
747	𒣈	KU6~a	KU6-A			KU₆~a		
748	𒣉	KU6~a@s	KU6-A SHESSHIG			KU₆~a@s		
749	𒣊	KU6~c	KU6-C			KU₆~c		
750	𒣋	KU6~d	KU6-D			KU₆~d		
751	𒣌	KUN	KUN	remove		KUN		
752	𒣍	KUR~a	KUR-A			KUR~a		
753	𒣎	KUR~b	KUR-B			KUR~b		
754	𒣏	KUR~c	KUR-C			KUR~c		
754.1	𒣐	KUR~c	KUR-C VARIANT 1			KUR~c~v1		
755	𒣑	KUR~d	KUR-D			KUR~d		
756	𒣒	KUR@g~a	KUR GUNU-A			KUR@g~a		
757	𒣓	KUR@g~b	KUR GUNU-B			KUR@g~b		
758	𒣔	KUSZU2~a	KUSHU2-A			KUŠU₂~a		
759	𒣕	KUSZU2~b	KUSHU2-B			KUŠU₂~b		
760	𒣖	KUSZU2~c	KUSHU2-C			KUŠU₂~c		
761	𒣗	KUSZU2~d	KUSHU2-D			KUŠU₂~d		
762	𒣘	KUSZU2~e	KUSHU2-E			KUŠU₂~e		
763	𒣙	KUSZU2~f	KUSHU2-F			KUŠU₂~f		
764	𒣚	LA~b	LA-B			LA~b		
765	𒣛	LA~c	LA-C			LA~c		
766	𒣜	LA~d	LA-D			LA~d		
767	𒣝	LA~e	LA-E	remove		LA~e		
768	𒣞	LA2	LA2			LA₂		
769	𒣟	LAGAB~a	LAGAB-A			LAGAB~a		
770	𒣠	LAGAB~b	LAGAB-B			LAGAB~b		
771	𒣡	LAGAR~a	LAGAR-A			LAGAR~a		
772	𒣢	LAGAR~a@r	LAGAR-A REVERSED			LAGAR~a@r		
773	𒣣	LAGAR~b1	LAGAR-B1			LAGAR~b1		
774	𒣤	LAGAR~b2	LAGAR-B2			LAGAR~b2		
775	𒣥	LAGAR~c	LAGAR-C			LAGAR~c		
776	𒣦	LAHTAN2	LAHTAN2			LAHTAN₂		
777	𒣧	LAK025	LAK025	remove		LAK025		
778	𒣨	LAK050	LAK050	remove		LAK050		
779	𒣩	LAK172	LAK172	remove		LAK172		
780	𒣪	LAK251	LAK251	remove		LAK251		
781	𒣫	LAK350	LAK350	remove		LAK350		
782	𒣬	LAK777	LAK777	remove		LAK777		
783	𒣭	LAL2~a	LAL2-A			LAL₂~a		
784	𒣮	LAL2~b	LAL2-B			LAL₂~b		
