40	2340	125A9	𒖩	1(N28~c)	1(N28~c)	o0031083	ONE-N28-C	PROTO-CUNEIFORM NUMBER ONE-N28-C	Nl;0;L;;;;1;N
41	2342	125AA	𒖪	1(N29~a)	1(N29~a)	o0031091	ONE-N29-A	PROTO-CUNEIFORM NUMBER ONE-N29-A	Nl;0;L;;;;1;N
41.1	2343	125AB	𒖫	1(N29~a)	1(N29~a)~v1	o0035483	ONE-N29-A VARIANT 1	PROTO-CUNEIFORM NUMBER ONE-N29-A VARIANT 1	Nl;0;L;;;;1;N
42	2344	125AC	𒖬	1(N29~b)	1(N29~b)	o0031093	ONE-N29-B	PROTO-CUNEIFORM NUMBER ONE-N29-B	Nl;0;L;;;;1;N
43	2350	125AD	𒖭	1(N29A~b)	1(N29A~b)	o0031087	ONE-N29A-B	PROTO-CUNEIFORM NUMBER ONE-N29A-B	Nl;0;L;;;;1;N
44	2351	125AE	𒖮	1(N29A~c)	1(N29A~c)	o0031089	ONE-N29A-C	PROTO-CUNEIFORM NUMBER ONE-N29A-C	Nl;0;L;;;;1;N
45	2356	125AF	𒖯	1(N30~a)	1(N30~a)	o0031097	ONE-N30-A	PROTO-CUNEIFORM NUMBER ONE-N30-A	Nl;0;L;;;;1;N
45.1	2355	125B0	𒖰	1(N30~a)	1(N30~a)~v1	o0035485	ONE-N30-A VARIANT 1	PROTO-CUNEIFORM NUMBER ONE-N30-A VARIANT 1	Nl;0;L;;;;1;N
46	2358	125B1	𒖱	1(N30~c)	1(N30~c)	o0031103	ONE-N30-C	PROTO-CUNEIFORM NUMBER ONE-N30-C	Nl;0;L;;;;1;N
47	2359	125B2	𒖲	1(N30~d)	1(N30~d)	o0031104	ONE-N30-D	PROTO-CUNEIFORM NUMBER ONE-N30-D	Nl;0;L;;;;1;N
48	2360	125B3	𒖳	1(N30~e)	1(N30~e)	o0031106	ONE-N30-E	PROTO-CUNEIFORM NUMBER ONE-N30-E	Nl;0;L;;;;1;N
49	2362	125B4	𒖴	1(N30A~c)	1(N30A~c)	o0031095	ONE-N30A-C	PROTO-CUNEIFORM NUMBER ONE-N30A-C	Nl;0;L;;;;1;N
50	2364	125B5	𒖵	1(N30C~b)	1(N30C~b)	o0031099	ONE-N30C-B	PROTO-CUNEIFORM NUMBER ONE-N30C-B	Nl;0;L;;;;1;N
51	2365	125B6	𒖶	1(N30C~c)	1(N30C~c)	o0031101	ONE-N30C-C	PROTO-CUNEIFORM NUMBER ONE-N30C-C	Nl;0;L;;;;1;N
52	2366	125B7	𒖷	1(N31)	1(N31)	o0031108	ONE-N31	PROTO-CUNEIFORM NUMBER ONE-N31	Nl;0;L;;;;1;N
53	2367	125B8	𒖸	1(N32)	1(N32)	o0031110	ONE-N32	PROTO-CUNEIFORM NUMBER ONE-N32	Nl;0;L;;;;1;N
54	2368	125B9	𒖹	1(N33)	1(N33)	o0031112	ONE-N33	PROTO-CUNEIFORM NUMBER ONE-N33	Nl;0;L;;;;1;N
55	2369	125BA	𒖺	1(N34)	1(N34)	o0027257	ONE-N34	PROTO-CUNEIFORM NUMBER ONE-N34	Nl;0;L;;;;1;N
56	2371	125BB	𒖻	1(N34@f)	1(N34@f)	o0027259	ONE-N34 FLAT	PROTO-CUNEIFORM NUMBER ONE-N34 FLAT	Nl;0;L;;;;1;N
57	2372	125BC	𒖼	|1(N34@f@t)|	1(N34@f@t)	o0031114	ONE-N34 FLAT TENU	PROTO-CUNEIFORM NUMBER ONE-N34 FLAT TENU	Nl;0;L;;;;1;N
58	2389	125BD	𒖽	1(N35)	1(N35)	o0031117	ONE-N35	PROTO-CUNEIFORM NUMBER ONE-N35	Nl;0;L;;;;1;N
59	2392	125BE	𒖾	1(N36)	1(N36)	o0027262	ONE-N36	PROTO-CUNEIFORM NUMBER ONE-N36	Nl;0;L;;;;1;N
60	2393	125BF	𒖿	1(N36@f)	1(N36@f)	o0027264	ONE-N36 FLAT	PROTO-CUNEIFORM NUMBER ONE-N36 FLAT	Nl;0;L;;;;1;N
61	2402	125C0	𒗀	1(N37)	1(N37)	o0031118	ONE-N37	PROTO-CUNEIFORM NUMBER ONE-N37	Nl;0;L;;;;1;N
62	2404	125C1	𒗁	1(N38)	1(N38)	o0031119	ONE-N38	PROTO-CUNEIFORM NUMBER ONE-N38	Nl;0;L;;;;1;N
63	2406	125C2	𒗂	1(N39~a)	1(N39~a)	o0031121	ONE-N39-A	PROTO-CUNEIFORM NUMBER ONE-N39-A	Nl;0;L;;;;1;N
64	2408	125C3	𒗃	1(N39~b)	1(N39~b)	o0031122	ONE-N39-B	PROTO-CUNEIFORM NUMBER ONE-N39-B	Nl;0;L;;;;1;N
65	2421	125C4	𒗄	1(N40)	1(N40)	o0031123	ONE-N40	PROTO-CUNEIFORM NUMBER ONE-N40	Nl;0;L;;;;1;N
66	2425	125C5	𒗅	1(N41)	1(N41)	o0031124	ONE-N41	PROTO-CUNEIFORM NUMBER ONE-N41	Nl;0;L;;;;1;N
67	2430	125C6	𒗆	1(N42~a)	1(N42~a)	o0031126	ONE-N42-A	PROTO-CUNEIFORM NUMBER ONE-N42-A	Nl;0;L;;;;1;N
68	2431	125C7	𒗇	1(N42~b)	1(N42~b)	o0031128	ONE-N42-B	PROTO-CUNEIFORM NUMBER ONE-N42-B	Nl;0;L;;;;1;N
69	2441	125C8	𒗈	1(N43)	1(N43)	o0031129	ONE-N43	PROTO-CUNEIFORM NUMBER ONE-N43	Nl;0;L;;;;1;N
70	2443	125C9	𒗉	1(N44)	1(N44)	o0031131	ONE-N44	PROTO-CUNEIFORM NUMBER ONE-N44	Nl;0;L;;;;1;N
71	2444	125CA	𒗊	1(N45)	1(N45)	o0027266	ONE-N45	PROTO-CUNEIFORM NUMBER ONE-N45	Nl;0;L;;;;1;N
72	2445	125CB	𒗋	1(N45~a)	1(N45~a)	o0031133	ONE-N45-A	PROTO-CUNEIFORM NUMBER ONE-N45-A	Nl;0;L;;;;1;N
73	2446	125CC	𒗌	1(N45@f)	1(N45@f)	o0027268	ONE-N45 FLAT	PROTO-CUNEIFORM NUMBER ONE-N45 FLAT	Nl;0;L;;;;1;N
74	2463	125CD	𒗍	1(N46)	1(N46)	o0027270	ONE-N46	PROTO-CUNEIFORM NUMBER ONE-N46	Nl;0;L;;;;1;N
75	2464	125CE	𒗎	1(N46@f)	1(N46@f)	o0031135	ONE-N46 FLAT	PROTO-CUNEIFORM NUMBER ONE-N46 FLAT	Nl;0;L;;;;1;N
76	2468	125CF	𒗏	1(N47)	1(N47)	o0031137	ONE-N47	PROTO-CUNEIFORM NUMBER ONE-N47	Nl;0;L;;;;1;N
77	2471	125D0	𒗐	1(N48)	1(N48)	o0027272	ONE-N48	PROTO-CUNEIFORM NUMBER ONE-N48	Nl;0;L;;;;1;N
78	2472	125D1	𒗑	1(N48@f)	1(N48@f)	o0027274	ONE-N48 FLAT	PROTO-CUNEIFORM NUMBER ONE-N48 FLAT	Nl;0;L;;;;1;N
79	2479	125D2	𒗒	1(N49)	1(N49)	o0031139	ONE-N49	PROTO-CUNEIFORM NUMBER ONE-N49	Nl;0;L;;;;1;N
80	2484	125D3	𒗓	1(N50)	1(N50)	o0027276	ONE-N50	PROTO-CUNEIFORM NUMBER ONE-N50	Nl;0;L;;;;1;N
81	2489	125D4	𒗔	1(N51)	1(N51)	o0027278	ONE-N51	PROTO-CUNEIFORM NUMBER ONE-N51	Nl;0;L;;;;1;N
82	2490	125D5	𒗕	1(N51@f)	1(N51@f)	o0027280	ONE-N51 FLAT	PROTO-CUNEIFORM NUMBER ONE-N51 FLAT	Nl;0;L;;;;1;N
83	2506	125D6	𒗖	1(N52)	1(N52)	o0031141	ONE-N52	PROTO-CUNEIFORM NUMBER ONE-N52	Nl;0;L;;;;1;N
84	2512	125D7	𒗗	1(N54)	1(N54)	o0027282	ONE-N54	PROTO-CUNEIFORM NUMBER ONE-N54	Nl;0;L;;;;1;N
85	2517	125D8	𒗘	1(N55)	1(N55)	o0031143	ONE-N55	PROTO-CUNEIFORM NUMBER ONE-N55	Nl;0;L;;;;1;N
86	2518	125D9	𒗙	1(N56)	1(N56)	o0031145	ONE-N56	PROTO-CUNEIFORM NUMBER ONE-N56	Nl;0;L;;;;1;N
87	2520	125DA	𒗚	1(N57)	1(N57)	o0027284	ONE-N57	PROTO-CUNEIFORM NUMBER ONE-N57	Nl;0;L;;;;1;N
88	2595	125DB	𒗛	1(N58)	1(N58)	o0027286	ONE-N58	PROTO-CUNEIFORM NUMBER ONE-N58	Nl;0;L;;;;1;N
89	2602	125DC	𒗜	|1(N58@t)|	1(N58@t)	o0031147	ONE-N58 TENU	PROTO-CUNEIFORM NUMBER ONE-N58 TENU	Nl;0;L;;;;1;N
90	2619	125DD	𒗝	1(N60)	1(N60)	o0031149	ONE-N60	PROTO-CUNEIFORM NUMBER ONE-N60	Nl;0;L;;;;1;N
91	2622	125DE	𒗞	1(N63)	1(N63)	o0031151	ONE-N63	PROTO-CUNEIFORM NUMBER ONE-N63	Nl;0;L;;;;1;N
92	2157	125DF	𒗟	2(N01)	2(N01)	o0027292	TWO-N1	PROTO-CUNEIFORM NUMBER TWO-N1	Nl;0;L;;;;2;N
93	2158	125E0	𒗠	2(N01@f)	2(N01@f)	o0027294	TWO-N1 FLAT	PROTO-CUNEIFORM NUMBER TWO-N1 FLAT	Nl;0;L;;;;2;N
94	2178	125E1	𒗡	2(N02)	2(N02)	o0031155	TWO-N2	PROTO-CUNEIFORM NUMBER TWO-N2	Nl;0;L;;;;2;N
95	2187	125E2	𒗢	2(N03)	2(N03)	o0031157	TWO-N3	PROTO-CUNEIFORM NUMBER TWO-N3	Nl;0;L;;;;2;N
96	2194	125E3	𒗣	2(N04)	2(N04)	o0027296	TWO-N4	PROTO-CUNEIFORM NUMBER TWO-N4	Nl;0;L;;;;2;N
97	2195	125E4	𒗤	2(N04@f)	2(N04@f)	o0027297	TWO-N4 FLAT	PROTO-CUNEIFORM NUMBER TWO-N4 FLAT	Nl;0;L;;;;2;N
98	2203	125E5	𒗥	2(N05)	2(N05)	o0031159	TWO-N5	PROTO-CUNEIFORM NUMBER TWO-N5	Nl;0;L;;;;2;N
99	2212	125E6	𒗦	2(N07~a)	2(N07~a)	o0031161	TWO-N7-A	PROTO-CUNEIFORM NUMBER TWO-N7-A	Nl;0;L;;;;2;N
100	2213	125E7	𒗧	2(N07~b)	2(N07~b)	o0031163	TWO-N7-B	PROTO-CUNEIFORM NUMBER TWO-N7-B	Nl;0;L;;;;2;N
101	2222	125E8	𒗨	2(N08)	2(N08)	o0031167	TWO-N8	PROTO-CUNEIFORM NUMBER TWO-N8	Nl;0;L;;;;2;N
102	2223	125E9	𒗩	2(N08~b)	2(N08~b)	o0031165	TWO-N8-B	PROTO-CUNEIFORM NUMBER TWO-N8-B	Nl;0;L;;;;2;N
103	2241	125EA	𒗪	2(N14)	2(N14)	o0027299	TWO-N14	PROTO-CUNEIFORM NUMBER TWO-N14	Nl;0;L;;;;2;N
104	2242	125EB	𒗫	2(N14@f)	2(N14@f)	o0027300	TWO-N14 FLAT	PROTO-CUNEIFORM NUMBER TWO-N14 FLAT	Nl;0;L;;;;2;N
105	2266	125EC	𒗬	2(N15)	2(N15)	o0031169	TWO-N15	PROTO-CUNEIFORM NUMBER TWO-N15	Nl;0;L;;;;2;N
106	2273	125ED	𒗭	2(N18)	2(N18)	o0031171	TWO-N18	PROTO-CUNEIFORM NUMBER TWO-N18	Nl;0;L;;;;2;N
107	2284	125EE	𒗮	2(N19)	2(N19)	o0027301	TWO-N19	PROTO-CUNEIFORM NUMBER TWO-N19	Nl;0;L;;;;2;N
108	2285	125EF	𒗯	2(N19@f)	2(N19@f)	o0027303	TWO-N19 FLAT	PROTO-CUNEIFORM NUMBER TWO-N19 FLAT	Nl;0;L;;;;2;N
109	2302	125F0	𒗰	2(N20)	2(N20)	o0031173	TWO-N20	PROTO-CUNEIFORM NUMBER TWO-N20	Nl;0;L;;;;2;N
110	2310	125F1	𒗱	2(N21)	2(N21)	o0031175	TWO-N21	PROTO-CUNEIFORM NUMBER TWO-N21	Nl;0;L;;;;2;N
111	2318	125F2	𒗲	2(N22)	2(N22)	o0027305	TWO-N22	PROTO-CUNEIFORM NUMBER TWO-N22	Nl;0;L;;;;2;N
112	2319	125F3	𒗳	2(N22@f)	2(N22@f)	o0027307	TWO-N22 FLAT	PROTO-CUNEIFORM NUMBER TWO-N22 FLAT	Nl;0;L;;;;2;N
113	2321	125F4	𒗴	2(N23)	2(N23)	o0031177	TWO-N23	PROTO-CUNEIFORM NUMBER TWO-N23	Nl;0;L;;;;2;N
114	2329	125F5	𒗵	2(N24)	2(N24)	o0031179	TWO-N24	PROTO-CUNEIFORM NUMBER TWO-N24	Nl;0;L;;;;2;N
115	2347	125F6	𒗶	2(N29~a)	2(N29~a)	o0031183	TWO-N29-A	PROTO-CUNEIFORM NUMBER TWO-N29-A	Nl;0;L;;;;2;N
116	2353	125F7	𒗷	2(N29A~b)	2(N29A~b)	o0031181	TWO-N29A-B	PROTO-CUNEIFORM NUMBER TWO-N29A-B	Nl;0;L;;;;2;N
117	2373	125F8	𒗸	2(N34)	2(N34)	o0027309	TWO-N34	PROTO-CUNEIFORM NUMBER TWO-N34	Nl;0;L;;;;2;N
118	2374	125F9	𒗹	2(N34@f)	2(N34@f)	o0027311	TWO-N34 FLAT	PROTO-CUNEIFORM NUMBER TWO-N34 FLAT	Nl;0;L;;;;2;N
119	2390	125FA	𒗺	2(N35)	2(N35)	o0031185	TWO-N35	PROTO-CUNEIFORM NUMBER TWO-N35	Nl;0;L;;;;2;N
120	2394	125FB	𒗻	2(N36)	2(N36)	o0027313	TWO-N36	PROTO-CUNEIFORM NUMBER TWO-N36	Nl;0;L;;;;2;N
121	2403	125FC	𒗼	2(N37)	2(N37)	o0031187	TWO-N37	PROTO-CUNEIFORM NUMBER TWO-N37	Nl;0;L;;;;2;N
122	2410	125FD	𒗽	2(N39~a)	2(N39~a)	o0031189	TWO-N39-A	PROTO-CUNEIFORM NUMBER TWO-N39-A	Nl;0;L;;;;2;N
123	2411	125FE	𒗾	2(N39~b)	2(N39~b)	o0031191	TWO-N39-B	PROTO-CUNEIFORM NUMBER TWO-N39-B	Nl;0;L;;;;2;N
124	2422	125FF	𒗿	2(N40)	2(N40)	o0031193	TWO-N40	PROTO-CUNEIFORM NUMBER TWO-N40	Nl;0;L;;;;2;N
125	2426	12600	𒘀	2(N41)	2(N41)	o0031195	TWO-N41	PROTO-CUNEIFORM NUMBER TWO-N41	Nl;0;L;;;;2;N
126	2433	12601	𒘁	2(N42~a)	2(N42~a)	o0031197	TWO-N42-A	PROTO-CUNEIFORM NUMBER TWO-N42-A	Nl;0;L;;;;2;N
127	2434	12602	𒘂	2(N42~b)	2(N42~b)	o0031199	TWO-N42-B	PROTO-CUNEIFORM NUMBER TWO-N42-B	Nl;0;L;;;;2;N
128	2448	12603	𒘃	2(N45)	2(N45)	o0027314	TWO-N45	PROTO-CUNEIFORM NUMBER TWO-N45	Nl;0;L;;;;2;N
129	2449	12604	𒘄	2(N45@f)	2(N45@f)	o0027316	TWO-N45 FLAT	PROTO-CUNEIFORM NUMBER TWO-N45 FLAT	Nl;0;L;;;;2;N
130	2465	12605	𒘅	2(N46)	2(N46)	o0031201	TWO-N46	PROTO-CUNEIFORM NUMBER TWO-N46	Nl;0;L;;;;2;N
131	2466	12606	𒘆	2(N46@f)	2(N46@f)	o0027318	TWO-N46 FLAT	PROTO-CUNEIFORM NUMBER TWO-N46 FLAT	Nl;0;L;;;;2;N
132	2469	12607	𒘇	2(N47)	2(N47)	o0031202	TWO-N47	PROTO-CUNEIFORM NUMBER TWO-N47	Nl;0;L;;;;2;N
133	2473	12608	𒘈	2(N48)	2(N48)	o0031204	TWO-N48	PROTO-CUNEIFORM NUMBER TWO-N48	Nl;0;L;;;;2;N
134	2480	12609	𒘉	2(N49)	2(N49)	o0031206	TWO-N49	PROTO-CUNEIFORM NUMBER TWO-N49	Nl;0;L;;;;2;N
135	2485	1260A	𒘊	2(N50)	2(N50)	o0027320	TWO-N50	PROTO-CUNEIFORM NUMBER TWO-N50	Nl;0;L;;;;2;N
136	2491	1260B	𒘋	2(N51)	2(N51)	o0027322	TWO-N51	PROTO-CUNEIFORM NUMBER TWO-N51	Nl;0;L;;;;2;N
137	2492	1260C	𒘌	2(N51@f)	2(N51@f)	o0027324	TWO-N51 FLAT	PROTO-CUNEIFORM NUMBER TWO-N51 FLAT	Nl;0;L;;;;2;N
138	2507	1260D	𒘍	2(N52)	2(N52)	o0031208	TWO-N52	PROTO-CUNEIFORM NUMBER TWO-N52	Nl;0;L;;;;2;N
139	2513	1260E	𒘎	2(N54)	2(N54)	o0031209	TWO-N54	PROTO-CUNEIFORM NUMBER TWO-N54	Nl;0;L;;;;2;N
140	2519	1260F	𒘏	2(N56)	2(N56)	o0031211	TWO-N56	PROTO-CUNEIFORM NUMBER TWO-N56	Nl;0;L;;;;2;N
141	2534	12610	𒘐	2(N57)	2(N57)	o0018502	TWO-N57	PROTO-CUNEIFORM NUMBER TWO-N57	Nl;0;L;;;;2;N
142	2603	12611	𒘑	2(N58)	2(N58)	o0031213	TWO-N58	PROTO-CUNEIFORM NUMBER TWO-N58	Nl;0;L;;;;2;N
143	2614	12612	𒘒	2(N59)	2(N59)	o0031215	TWO-N59	PROTO-CUNEIFORM NUMBER TWO-N59	Nl;0;L;;;;2;N
144	1959	12613	𒘓	2(LAGAB~a)	2(LAGAB~a)	o0031153	TWO-LAGAB-A	PROTO-CUNEIFORM NUMBER TWO-LAGAB-A	Nl;0;L;;;;2;N
145	2159	12614	𒘔	3(N01)	3(N01)	o0027325	THREE-N1	PROTO-CUNEIFORM NUMBER THREE-N1	Nl;0;L;;;;3;N
146	2160	12615	𒘕	3(N01@f)	3(N01@f)	o0027327	THREE-N1 FLAT	PROTO-CUNEIFORM NUMBER THREE-N1 FLAT	Nl;0;L;;;;3;N
147	2179	12616	𒘖	3(N02)	3(N02)	o0031217	THREE-N2	PROTO-CUNEIFORM NUMBER THREE-N2	Nl;0;L;;;;3;N
148	2188	12617	𒘗	3(N03)	3(N03)	o0031219	THREE-N3	PROTO-CUNEIFORM NUMBER THREE-N3	Nl;0;L;;;;3;N
149	2196	12618	𒘘	3(N04)	3(N04)	o0027329	THREE-N4	PROTO-CUNEIFORM NUMBER THREE-N4	Nl;0;L;;;;3;N
150	2197	12619	𒘙	3(N04@f)	3(N04@f)	o0027331	THREE-N4 FLAT	PROTO-CUNEIFORM NUMBER THREE-N4 FLAT	Nl;0;L;;;;3;N
151	2204	1261A	𒘚	3(N05)	3(N05)	o0031220	THREE-N5	PROTO-CUNEIFORM NUMBER THREE-N5	Nl;0;L;;;;3;N
152	2215	1261B	𒘛	3(N07~a)	3(N07~a)	o0031222	THREE-N7-A	PROTO-CUNEIFORM NUMBER THREE-N7-A	Nl;0;L;;;;3;N
153	2216	1261C	𒘜	3(N07~b)	3(N07~b)	o0031224	THREE-N7-B	PROTO-CUNEIFORM NUMBER THREE-N7-B	Nl;0;L;;;;3;N
154	2224	1261D	𒘝	3(N08)	3(N08)	o0031228	THREE-N8	PROTO-CUNEIFORM NUMBER THREE-N8	Nl;0;L;;;;3;N
155	2226	1261E	𒘞	3(N08~b)	3(N08~b)	o0031226	THREE-N8-B	PROTO-CUNEIFORM NUMBER THREE-N8-B	Nl;0;L;;;;3;N
156	2244	1261F	𒘟	3(N14)	3(N14)	o0027333	THREE-N14	PROTO-CUNEIFORM NUMBER THREE-N14	Nl;0;L;;;;3;N
157	2245	12620	𒘠	3(N14@f)	3(N14@f)	o0027335	THREE-N14 FLAT	PROTO-CUNEIFORM NUMBER THREE-N14 FLAT	Nl;0;L;;;;3;N
158	2267	12621	𒘡	3(N15)	3(N15)	o0031230	THREE-N15	PROTO-CUNEIFORM NUMBER THREE-N15	Nl;0;L;;;;3;N
159	2274	12622	𒘢	3(N18)	3(N18)	o0031232	THREE-N18	PROTO-CUNEIFORM NUMBER THREE-N18	Nl;0;L;;;;3;N
160	2286	12623	𒘣	3(N19)	3(N19)	o0027336	THREE-N19	PROTO-CUNEIFORM NUMBER THREE-N19	Nl;0;L;;;;3;N
161	2287	12624	𒘤	3(N19@f)	3(N19@f)	o0027338	THREE-N19 FLAT	PROTO-CUNEIFORM NUMBER THREE-N19 FLAT	Nl;0;L;;;;3;N
162	2303	12625	𒘥	3(N20)	3(N20)	o0031234	THREE-N20	PROTO-CUNEIFORM NUMBER THREE-N20	Nl;0;L;;;;3;N
163	2311	12626	𒘦	3(N21)	3(N21)	o0031236	THREE-N21	PROTO-CUNEIFORM NUMBER THREE-N21	Nl;0;L;;;;3;N
164	2322	12627	𒘧	3(N23)	3(N23)	o0031238	THREE-N23	PROTO-CUNEIFORM NUMBER THREE-N23	Nl;0;L;;;;3;N
165	2375	12628	𒘨	3(N34)	3(N34)	o0027340	THREE-N34	PROTO-CUNEIFORM NUMBER THREE-N34	Nl;0;L;;;;3;N
