o0900001		|A×AB₂|	|A×AB₂|	|AxAB2|	I		𒚑	EASL0002	/easl/images/o0900001.png
o0900002	1-	|A×AN|	|A×AN|	|AxAN|	I		󲱇	EASL0003	/easl/images/o0900002.png
o0900008	1-	A@g	A@g	A@g	I		󲛩	EASL0008	/easl/images/o0900008.png
o0900009		A@t	A@t	A@t	I		𒚖	EASL0009	/easl/images/o0900009.png
o0900051	C01b	|AB×ZU|	|AB×ZU|	-	I		󳁖	CSL001	
o0900022		|AB~a×KU₆~a|	|AB~a×KU₆~a|	|AB~axKU6~a|	I		𒚛	EASL0014	/easl/images/o0900022.png
o0900029		|AB~a×SUKKAL|	|AB~a×SUKKAL|	|AB~axSUKKAL|	I		𒚜	EASL0015	/easl/images/o0900029.png
o0900035	#	|AB~a×X|	|AB~a×X|	|AB~axX|	I		𒚞	EASL0017	/easl/images/o0900035.png
o0900025		|AB~a×1(N01)|	|AB~a×1(N01)|	|AB~ax1(N01)|	I		𒚠	EASL0019	/easl/images/o0900025.png
o0900016		|AB~b×A|	|AB~b×A|	|AB~bxA|	I		𒚤	EASL0022	/easl/images/o0900016.png
o0900023		|AB~b×KU₆~a|	|AB~b×KU₆~a|	|AB~bxKU6~a|	I		𒚥	EASL0023	/easl/images/o0900023.png
o0900031		|AB~b×ŠA₃~a1|	|AB~b×ŠA₃~a1|	|AB~bxSZA3~a1|	I		𒚦	EASL0024	/easl/images/o0900031.png
o0900046	++	AB₂@g	AB₂@g	-	I		󳀪	EASL0027	/pcsl/images/add/thumb/AB2@g.png
o0900059		ADDA@t	ADDA@t	ADDA@t	I		𒚴	EASL0036	/easl/images/o0900059.png
o0900069		ALAN~d	ALAN~d	ALAN~d	I		𒚼	EASL0044	/easl/images/o0900069.png
o0900071	1-	ALAN~f	ALAN~f	ALAN~f	I		󲜄	EASL0046	/easl/images/o0900071.png
o0900098	1-.	ANZU₂	ANZU₂	ANZU2	I			EASL0063	/easl/images/o0900098.png
o0900110	1-	ASAL₂	ASAL₂	ASAL2	I		󲜞	EASL0071	/easl/images/o0900110.png
