621	𒠲	GIZZAL~x#GIZZAL~v	GIZZAL-X##GIZZAL-V
871	𒥞	NERGAL~x#NERGAL~v	NERGAL-X##NERGAL-V
997	𒨁	SZITA@g~a#ŠITA~b3@g	SHITA GUNU-A##SHITA-B3 GUNU
997.1	𒨂	SZITA@g~a#ŠITA~b1@g	SHITA GUNU-A VARIANT 1##SHITA-B1 GUNU
998	𒨃	SZITA@g~b#ŠITA~a1@g	SHITA GUNU-B##SHITA-A1 GUNU
1196	𒫯	ZA~x#ZA~v	ZA-X##ZA-V
1462.1	𒰪	|1(N57).SZUBUR|#|1(N57).ŠUBUR~v1|	ONE-N57 VARIANT 1 BESIDE SHUBUR VARIANT 1##ONE-N57 BESIDE SHUBUR VARIANT 1
1491	𒱈	|AxEN~a|#|A×EN~a~v2|	A TIMES EN-A##A TIMES EN-A VARIANT 2
1505.1	𒱗	|AB2x2(N14)|#|AB₂~v2×2(N14)|	AB2 TIMES TWO-N14 VARIANT 1##AB2 VARIANT 2 TIMES TWO-N14
1509	𒱛	|AMARxTAR|#|AMAR~v2×TAR~c|	AMAR TIMES TAR##AMAR VARIANT 2 TIMES TAR-C
1513	𒱟	|BU~axA|#|BU~a~v1×A|	BU-A TIMES A##BU-A VARIANT 1 TIMES A
1515	𒱢	|(BU~a&BU~a).NA2~a@n|#|(BU~a~v1%BU~a~v1).NA₂~a@n|	BU-A OVER BU-A BESIDE NA2-A NUTILLU##BU-A VARIANT 1 CROSSING BU-A VARIANT 1 BESIDE NA2-A NUTILLU
1520	𒱨	|BU~b.NA2~a|#|BU~b.NA₂~a~v1|	BU-B BESIDE NA2-A##BU-B BESIDE NA2-A VARIANT 1
1530	𒱴	|DU6~axDISZ|#|DU₆~a~v1×1(N58)|	DU6-A TIMES DISH##DU6-A VARIANT 1 TIMES ONE-N58
1545.1	𒲄	|DUG~bx1(N57)|#|DUG~b~v1×1(N57)|	DUG-B VARIANT 1 TIMES AB2##DUG-B VARIANT 1 TIMES ONE-N57
1546	𒲅	|DUG~bx(1(N57).KU3~a)|#|DUG~b×(1(N57).KU₃~a)|	DUG-B TIMES ONE-N57 BESIDE KU3-A##DUG-B TIMES ONE-N57 PLUS KU3-A
1548	𒲇	|DUG~bxAB2|#|DUG~b~v1×AB₂|	DUG-B TIMES AB2##DUG-B VARIANT 1 TIMES AB2
1553.1	𒲍	|DUG~bxDIN|#|DUG~b~v1×DIN|	DUG-B TIMES DIN VARIANT 1##DUG-B VARIANT 1 TIMES DIN
1555	𒲏	|(DUG~b&DUG~b)x1(N58)|#|(DUG~b~v1&DUG~b~v1)×1(N58)|	DUG-B OVER DUG-B TIMES ONE-N58##DUG-B VARIANT 1 OVER DUG-B VARIANT 1 TIMES ONE-N58
1557	𒲑	|DUG~bxGA~a|#|DUG~b×GA~a~v4|	DUG-B TIMES GA-A##DUG-B TIMES GA-A VARIANT 4
1559	𒲓	|DUG~bxGESZTU~a|#|DUG~b×GEŠTU~a~v2|	DUG-B TIMES GESHTU-A##DUG-B TIMES GESHTU-A VARIANT 2
1559.1	𒲔	|DUG~bxGESZTU~a|#|DUG~b~v1×GEŠTU~a~v2|	DUG-B TIMES GESHTU-A VARIANT 1##DUG-B VARIANT 1 TIMES GESHTU-A VARIANT 2
1563.1	𒲙	|DUG~bxHI|#|DUG~b~v1×HI|	DUG-B TIMES HI VARIANT 1##DUG-B VARIANT 1 TIMES HI
1564	𒲚	|DUG~bxHI@g~a|#|DUG~b~v1×HI@g~a|	DUG-B TIMES HI GUNU-A##DUG-B VARIANT 1 TIMES HI GUNU-A
1568	𒲞	|DUG~bx(KUR~a.X)|#|DUG~b×(KUR~a.X)|	DUG-B TIMES KUR-A BESIDE X##DUG-B TIMES KUR-A PLUS X
1572.1	𒲣	|DUG~bxMASZ|#|DUG~b~v1×MAŠ|	DUG-B TIMES MASH VARIANT 1##DUG-B VARIANT 1 TIMES MASH
1575	𒲦	|DUG~bx(NI~a@g.ZATU779)|#|DUG~b×(NI~a@g.ZATU779)|	DUG-B TIMES NI-A GUNU BESIDE ZATU779##DUG-B TIMES NI-A GUNU PLUS ZATU779
1578.1	𒲪	|DUG~bxSZE~a|#|DUG~b~v1×ŠE~a|	DUG-B VARIANT 1 TIMES SHE-A FORM 1##DUG-B VARIANT 1 TIMES SHE-A
1578.2	𒲫	|DUG~bxSZE~a|#|DUG~b~v1×ŠE~a@t|	DUG-B VARIANT 1 TIMES SHE-A FORM 2##DUG-B VARIANT 1 TIMES SHE-A TENU
1579	𒲬	|DUG~bx(SZE~a.NAM2)|#|DUG~b×(ŠE~a.NAM₂)|	DUG-B TIMES SHE-A BESIDE NAM2##DUG-B TIMES SHE-A PLUS NAM2
