𒚐	o0900000	12690	12690	A~1	~01
󳃹	o0903773	12690	F30F9	A~2	~02
𒚑	o0900001	12691	12691	|A×AB₂|~1	~01
󲱇	o0900002	F2C47	F2C47	|A×AN|~1	~01
𒚒	o0903568	12692	12692	|A×EN~a|~1	~01
𒚓	o0900006	12693	12693	|A×ŠUBUR|~1	~01
𒚔	o0900007	12694	12694	|A×ZATU672|~1	~01
𒚕	o0900005	12695	12695	|A×1(N14)|~1	~01
󲛩	o0900008	F26E9	F26E9	A@g~1	~01
𒚖	o0900009	12696	12696	A@t~1	~01
𒚗	o0900010	12697	12697	A₂~1	~01
𒚘	o0900012	12698	12698	AB~a~1	~01
𒚢	o0900013	12698	126A2	AB~a~2	~02
𒚙	o0900018	12699	12699	|AB~a×A@t|~1	~01
󳃱	o0903759	12699	F30F1	|AB~a×A@t|~2	~02
𒚚	o0900020	1269A	1269A	|AB~a×AŠ₂|~1	~01
󳂮	o0903689	1269A	F30AE	|AB~a×AŠ₂|~2	~02
𒚛	o0900022	1269B	1269B	|AB~a×KU₆~a|~1	~01
𒚜	o0900029	1269C	1269C	|AB~a×SUKKAL|~1	~01
𒚝	o0900033	1269D	1269D	|AB~a×(ŠE~a&ŠE~a)|~1	~01
󳀝	o0903765	1269D	F301D	|AB~a×(ŠE~a&ŠE~a)|~2	~02
𒚞	o0900035	1269E	1269E	|AB~a×X|~1	~01
𒚟	o0900038	1269F	1269F	|AB~a×ZATU659|~1	~01
𒚠	o0900025	126A0	126A0	|AB~a×1(N01)|~1	~01
󳀫	o0900027	F302B	F302B	|AB~a×1(N04)|~1	~01
𒚡	o0900040	126A1	126A1	AB~a@g~1	~01
𒚣	o0900014	126A3	126A3	AB~b~1	~01
𒚤	o0900016	126A4	126A4	|AB~b×A|~1	~01
𒚥	o0900023	126A5	126A5	|AB~b×KU₆~a|~1	~01
𒚦	o0900031	126A6	126A6	|AB~b×ŠA₃~a1|~1	~01
𒚧	o0900041	126A7	126A7	AB₂~1	~01
𒚩	o0900042	126A7	126A9	AB₂~2	~02
󳃵	o0903769	126A7	F30F5	AB₂~3	~03
𒚨	o0900043	126A8	126A8	|AB₂×2(N14)|~1	~01
𒚪	o0900044	126A8	126AA	|AB₂×2(N14)|~2	~02
󳀪	o0900046	F302A	F302A	AB₂@g~1	~01
𒚫	o0900047	126AB	126AB	ABGAL~1	~01
𒚬	o0900048	126AB	126AC	ABGAL~2	~02
𒚭	o0900049	126AD	126AD	ABRIG~1	~01
󳂭	o0903688	126AD	F30AD	ABRIG~2	~02
𒚮	o0900050	126AE	126AE	ABZU~1	~01
󳁖	o0900051	126AE	F3056	ABZU~2	~02
𒚯	o0900053	126AF	126AF	AD~a~1	~01
𒚰	o0900054	126B0	126B0	AD~b~1	~01
𒚱	o0900055	126B1	126B1	AD~c~1	~01
𒚲	o0900056	126B2	126B2	ADAB~1	~01
󳁧	o0900057	126B2	F3067	ADAB~2	~02
𒚳	o0900058	126B3	126B3	ADDA~1	~01
𒚴	o0900059	126B4	126B4	ADDA@t~1	~01
𒚵	o0900060	126B5	126B5	AGAR₂~1	~01
𒚶	o0900062	126B6	126B6	AK~a~1	~01
𒚷	o0900063	126B7	126B7	AK~b~1	~01
𒚸	o0900064	126B8	126B8	AL~1	~01
𒚹	o0900066	126B9	126B9	ALAN~a~1	~01
𒚺	o0900067	126BA	126BA	ALAN~b~1	~01
𒚻	o0900068	126BB	126BB	ALAN~c~1	~01
𒚼	o0900069	126BC	126BC	ALAN~d~1	~01
𒚽	o0900070	126BD	126BD	ALAN~e~1	~01
󲜄	o0900071	F2704	F2704	ALAN~f~1	~01
𒚾	o0900072	126BE	126BE	ALIM~1	~01
𒚿	o0900074	126BF	126BF	AM~a~1	~01
𒛀	o0900075	126C0	126C0	AM~b~1	~01
𒛁	o0900077	126C1	126C1	AMA~a~1	~01
𒛃	o0900078	126C1	126C3	AMA~a~2	~02
𒛂	o0900081	126C2	126C2	|AMA~a×E₂~a|~1	~01
𒛄	o0900079	126C4	126C4	AMA~b~1	~01
𒛅	o0900082	126C5	126C5	AMAR~1	~01
𒛊	o0900084	126C5	126CA	AMAR~2	~02
𒛉	o0900083	126C5	126C9	AMAR~3	~03
𒛆	o0900085	126C6	126C6	|AMAR.1(N02)|~1	~01
𒛋	o0903569	126CB	126CB	|AMAR×TAR~c|~1	~01
𒛇	o0900087	126C7	126C7	|AMAR&AMAR|~1	~01
𒛈	o0900088	126C8	126C8	AMAR@g~1	~01
𒛌	o0900089	126CC	126CC	AN~1	~01
𒛍	o0900091	126CC	126CD	AN~2	~02
󲜐	o0900090	126CC	F2710	AN~3	~03
𒛎	o0900093	126CE	126CE	ANŠE~a~1	~01
𒛏	o0900094	126CF	126CF	ANŠE~b~1	~01
𒛐	o0900095	126D0	126D0	ANŠE~c~1	~01
𒛑	o0900096	126D1	126D1	ANŠE~e~1	~01
󳁨	o0900097	F3068	F3068	ANŠE~f~1	~01
󲜖	o0900098	F2716	F2716	ANZU₂~1	~01
𒛒	o0900100	126D2	126D2	APIN~a~1	~01
𒛓	o0900104	126D3	126D3	|APIN~a.APIN~a|~1	~01
𒛔	o0900101	126D4	126D4	APIN~b~1	~01
𒛕	o0900102	126D5	126D5	APIN~c~1	~01
𒛖	o0900106	126D6	126D6	ARARMA₂~a~1	~01
𒛗	o0900107	126D6	126D7	ARARMA₂~a~2	~02
𒛘	o0900108	126D8	126D8	ARARMA₂~b~1	~01
𒛙	o0900109	126D9	126D9	ARATTA~1	~01
󲜞	o0900110	F271E	F271E	ASAL₂~1	~01
𒛚	o0900111	126DA	126DA	ASAR~1	~01
𒛛	o0900112	126DB	126DB	AŠ₂~1	~01
𒛜	o0900113	126DC	126DC	AZ~1	~01
𒛝	o0900114	126DD	126DD	AZU~1	~01
𒛞	o0900115	126DE	126DE	BA~1	~01
𒛟	o0900116	126DF	126DF	BAD~1	~01
𒛠	o0900117	126E0	126E0	|BAD&BAD|~1	~01
𒛡	o0900119	126E1	126E1	BAD₃~a~1	~01
𒛢	o0900121	126E2	126E2	BAD₃~b1~1	~01
𒛣	o0900122	126E3	126E3	BAD₃~b2~1	~01
𒛤	o0900124	126E4	126E4	BAHAR₂~a~1	~01
𒛥	o0900125	126E4	126E5	BAHAR₂~a~2	~02
𒛧	o0900127	126E7	126E7	BAHAR₂~b~1	~01
𒛦	o0900126	126E7	126E6	BAHAR₂~b~2	~02
𒛨	o0900128	126E8	126E8	BAHAR₂~c~1	~01
𒛩	o0900130	126E9	126E9	BALA~a~1	~01
𒛫	o0900132	126EB	126EB	BALA~b~1	~01
𒛪	o0900131	126EB	126EA	BALA~b~2	~02
𒛩	o0900130	126EB	126E9	BALA~b~3	~03
𒛬	o0900133	126EC	126EC	BALAG~1	~01
𒛭	o0900134	126EC	126ED	BALAG~2	~02
𒛰	o0900138	126F0	126F0	BAN~a~1	~01
𒛮	o0900136	126F0	126EE	BAN~a~2	~02
𒛯	o0900137	126F0	126EF	BAN~a~3	~03
𒛱	o0900139	126F1	126F1	BAN~b~1	~01
𒛲	o0900141	126F2	126F2	BANŠUR~a~1	~01
𒛳	o0900146	126F3	126F3	BANŠUR~a@t~1	~01
𒛴	o0900142	126F4	126F4	BANŠUR~b1~1	~01
𒛵	o0900143	126F5	126F5	BANŠUR~b2~1	~01
𒛶	o0900144	126F6	126F6	BANŠUR~c~1	~01
𒛷	o0900148	126F7	126F7	BAPPIR~a~1	~01
𒛸	o0900149	126F8	126F8	BAPPIR~b~1	~01
𒛹	o0900150	126F9	126F9	BAPPIR~c~1	~01
𒛺	o0900151	126FA	126FA	BAPPIR~d~1	~01
𒛻	o0900152	126FB	126FB	BAPPIR~e~1	~01
𒛼	o0900153	126FC	126FC	BAPPIR~f~1	~01
𒛽	o0900154	126FD	126FD	BAR~1	~01
󳁠	o0900156	F3060	F3060	|BAR×URI₃~a|~1	~01
󳂕	o0903380	F3095	F3095	|BAR×UŠ~a|~1	~01
𒛾	o0900158	126FE	126FE	BARA₂~a~1	~01
𒛿	o0900159	126FE	126FF	BARA₂~a~2	~02
𒜀	o0900160	12700	12700	BARA₂~b~1	~01
𒜁	o0900161	12700	12701	BARA₂~b~2	~02
𒜂	o0900162	12702	12702	BARA₃~1	~01
󲪥	o0900163	F2AA5	F2AA5	BAU405~1	~01
𒜃	o0900165	12703	12703	BIR~a~1	~01
𒜄	o0900166	12704	12704	BIR~b~1	~01
𒜅	o0900167	12705	12705	BIR~c~1	~01
𒜆	o0900169	12706	12706	BIR₃~a~1	~01
𒜇	o0900170	12706	12707	BIR₃~a~2	~02
𒜈	o0900171	12708	12708	BIR₃~b~1	~01
𒜉	o0900172	12708	12709	BIR₃~b~2	~02
𒜊	o0900173	1270A	1270A	BIR₃~c~1	~01
󳃗	o0903730	1270A	F30D7	BIR₃~c~2	~02
𒜋	o0900175	1270B	1270B	BU~a~1	~01
𒜓	o0900176	1270B	12713	BU~a~2	~02
󳀣	o0900179	F3023	F3023	|((BU~a.DU₆~a)&(BU~a.DU₆~a))×UDU~a|~1	~01
𒜌	o0900199	1270C	1270C	|BU~a+DU₆~a|~1	~01
𒜍	o0900200	1270C	1270D	|BU~a+DU₆~a|~2	~02
󳀭	o0900202	F302D	F302D	|BU~a+KI|~1	~01
󳀮	o0900204	F302E	F302E	|BU~a+TU~b|~1	~01
𒜔	o0903570	12714	12714	|BU~a×A|~1	~01
𒜎	o0900185	1270E	1270E	|BU~a×GIŠ@t|~1	~01
𒜏	o0900187	1270F	1270F	|BU~a×1(N58)|~1	~01
𒜐	o0900191	12710	12710	|(BU~a&BU~a).NA₂~a|~1	~01
𒜑	o0900192	12710	12711	|(BU~a&BU~a).NA₂~a|~2	~02
󲱣	o0900193	F2C63	F2C63	|(BU~a&BU~a).NA₂~b|~1	~01
𒜒	o0900197	12712	12712	|(BU~a&BU~a).X|~1	~01
𒜕	o0903571	12715	12715	|(BU~a%%BU~a).NA₂~a@n|~1	~01
󳃷	o0903771	12715	F30F7	|(BU~a%BU~a).NA₂~a@n|~2	~02
𒜖	o0900177	12716	12716	BU~b~1	~01
𒜗	o0903572	12717	12717	|BU~b.NA₂~a|~1	~01
𒜘	o0900205	12718	12718	BU₃~1	~01
𒜙	o0900206	12719	12719	BULUG~1	~01
𒜚	o0900207	1271A	1271A	BULUG₃~1	~01
󳁡	o0900209	F3061	F3061	|BULUG₃.DU₆~a|~1	~01
𒜛	o0900211	1271B	1271B	BUR~a~1	~01
𒜜	o0900212	1271C	1271C	BUR~b~1	~01
𒜝	o0900213	1271D	1271D	BUR~c~1	~01
𒜞	o0900214	1271E	1271E	BUR~d~1	~01
𒜟	o0900215	1271F	1271F	BUR₂~1	~01
𒜠	o0900217	12720	12720	DA~a~1	~01
𒜡	o0900222	12721	12721	|DA~a.LIŠ|~1	~01
𒜢	o0900218	12722	12722	DA~b~1	~01
𒜣	o0900219	12723	12723	DA~c~1	~01
𒜤	o0900220	12724	12724	DA~d~1	~01
󲝞	o0900223	F275E	F275E	DAG~1	~01
𒜥	o0900224	12725	12725	DAH~1	~01
𒜦	o0900225	12726	12726	DAM~1	~01
𒜧	o0900226	12727	12727	DANNA~1	~01
𒜨	o0900228	12728	12728	DAR~a~1	~01
𒜩	o0900233	12729	12729	|DAR~a×A|~1	~01
𒜪	o0900229	1272A	1272A	DAR~b~1	~01
𒜫	o0900230	1272B	1272B	DAR~c~1	~01
𒜬	o0900231	1272C	1272C	DAR~d~1	~01
𒜭	o0900235	1272D	1272D	DARA₃~a~1	~01
𒜮	o0900236	1272E	1272E	DARA₃~b~1	~01
𒜯	o0900237	1272F	1272F	DARA₃~c~1	~01
𒜲	o0900238	1272F	12732	DARA₃~c~2	~02
𒜰	o0900241	12730	12730	|DARA₃~c×KAR₂|~1	~01
󳃘	o0903731	12730	F30D8	|DARA₃~c×KAR₂|~2	~02
𒜱	o0900246	12731	12731	|DARA₃~c×(KAR₂.ŠE~a)|~1	~01
𒜳	o0900239	12733	12733	DARA₃~d~1	~01
𒜷	o0900247	12737	12737	|DARA₃~d×(KAR₂.ŠE~a)|~1	~01
𒜴	o0900242	12734	12734	|DARA₃~d×KAR₂~b|~1	~01
𒜵	o0903667	12734	12735	|DARA₃~d×KAR₂~b|~2	~02
𒜶	o0900244	12734	12736	|DARA₃~d×KAR₂~b|~3	~03
𒜸	o0900249	12738	12738	DARA₄~a1~1	~01
𒜹	o0900250	12739	12739	DARA₄~a2~1	~01
𒜺	o0900251	1273A	1273A	DARA₄~a3~1	~01
𒜻	o0900252	1273B	1273B	DARA₄~b~1	~01
󳁩	o0900253	F3069	F3069	DARA₄~c~1	~01
𒜼	o0900254	1273C	1273C	DARA₄~c1~1	~01
𒜽	o0900255	1273D	1273D	DARA₄~c2~1	~01
𒜾	o0900256	1273E	1273E	DARA₄~c3~1	~01
𒜿	o0900257	1273F	1273F	DARA₄~c4~1	~01
𒝀	o0900258	12740	12740	DARA₄~c5~1	~01
󳀯	o0900259	F302F	F302F	DARA₄~d~1	~01
𒝁	o0900260	12741	12741	DI~1	~01
𒝂	o0900261	12742	12742	DI@t~1	~01
𒝃	o0900262	12743	12743	DIB~1	~01
𒝄	o0900263	12743	12744	DIB~2	~02
󳃙	o0903732	12743	F30D9	DIB~3	~03
𒝅	o0900264	12745	12745	DILMUN~1	~01
𒝇	o0900266	12745	12747	DILMUN~2	~02
𒝆	o0900265	12745	12746	DILMUN~3	~03
𒝈	o0900269	12748	12748	DIM~a~1	~01
󳂙	o0903668	12748	F3099	DIM~a~2	~02
󲱱	o0900273	F2C71	F2C71	|DIM~a×GU|~1	~01
󲱲	o0900275	F2C72	F2C72	|DIM~a×X|~1	~01
𒝉	o0900270	12749	12749	DIM~b~1	~01
𒝊	o0900271	1274A	1274A	DIM~c~1	~01
𒝋	o0900276	1274B	1274B	DIN~1	~01
󳀰	o0900277	F3030	F3030	|DIN×1(N58)|~1	~01
𒝌	o0900278	1274C	1274C	DIN@t~1	~01
𒝍	o0900279	1274D	1274D	DU~1	~01
𒝎	o0900281	1274E	1274E	|DU×1(N58@t)|~1	~01
𒝏	o0900282	1274F	1274F	DU@g~1	~01
𒝐	o0900284	12750	12750	DU₆~a~1	~01
𒝑	o0900285	12750	12751	DU₆~a~2	~02
󳂯	o0903690	12750	F30AF	DU₆~a~3	~03
󳂚	o0903669	12750	F309A	DU₆~a~4	~04
𒝒	o0903573	12752	12752	|DU₆~a×1(N58)|~1	~01
󳂉	o0903567	F3089	F3089	DU₆~a@n~1	~01
𒝓	o0900287	12753	12753	DU₆~b~1	~01
𒝔	o0900288	12754	12754	DU₆~c~1	~01
𒝕	o0900291	12755	12755	DU₇~1	~01
𒝖	o0900293	12756	12756	DU₈~a~1	~01
𒝗	o0900294	12757	12757	DU₈~b~1	~01
𒝘	o0900295	12757	12758	DU₈~b~2	~02
𒝙	o0900296	12759	12759	DU₈~c~1	~01
󳀱	o0900299	F3031	F3031	|DU₈~c×AB₂|~1	~01
󳀲	o0900301	F3032	F3032	|DU₈~c×AMAR|~1	~01
𒝚	o0900303	1275A	1275A	|DU₈~c×HI|~1	~01
𒝛	o0900305	1275B	1275B	|DU₈~c×UDU~a|~1	~01
𒝜	o0900307	1275C	1275C	|DU₈~c×X|~1	~01
𒝝	o0900309	1275D	1275D	DU₈~c@g~1	~01
𒝞	o0900310	1275D	1275E	DU₈~c@g~2	~02
𒝟	o0900312	1275F	1275F	DUB~a~1	~01
𒝢	o0900315	12762	12762	DUB~b~1	~01
𒝡	o0900314	12762	12761	DUB~b~2	~02
𒝠	o0900313	12762	12760	DUB~b~3	~03
𒝣	o0900316	12762	12763	DUB~b~4	~04
𒝤	o0900317	12762	12764	DUB~b~5	~05
󳁓	o0900328	F3053	F3053	DUB~b@r~1	~01
𒝥	o0900318	12765	12765	DUB~c~1	~01
𒝦	o0900319	12766	12766	DUB~d~1	~01
𒝧	o0900320	12767	12767	DUB~e~1	~01
𒝨	o0900321	12768	12768	DUB~f~1	~01
󳀳	o0900322	F3033	F3033	DUB~h~1	~01
𒝩	o0900324	12769	12769	|(DUB@n~a×1(N58))~a|~1	~01
𒝪	o0900326	1276A	1276A	|(DUB@n~a×1(N58))~b|~1	~01
𒝫	o0900325	1276B	1276B	|DUB@n~b×1(N58)~a|~1	~01
𒝬	o0900329	1276C	1276C	DUB₂~1	~01
𒝭	o0900331	1276D	1276D	DUG~a~1	~01
𒝶	o0900333	1276D	12776	DUG~a~2	~02
𒝵	o0900332	1276D	12775	DUG~a~3	~03
󲱼	o0900369	F2C7C	F2C7C	|DUG~a×HI|~1	~01
𒝮	o0900375	1276E	1276E	|DUG~a×KASKAL|~1	~01
󳁪	o0900378	F306A	F306A	|DUG~a×KU₆~a|~1	~01
𒝯	o0900388	1276F	1276F	|DUG~a×LAM~b|~1	~01
𒝰	o0900407	12770	12770	|DUG~a×NAGA~a|~1	~01
𒝱	o0900447	12771	12771	|DUG~a×U₂~a|~1	~01
𒝲	o0900448	12772	12772	|DUG~a×U₂~b|~1	~01
󲲂	o0900460	F2C82	F2C82	|DUG~a×X|~1	~01
𒝳	o0900394	12773	12773	|DUG~a×1(N57)|~1	~01
𒝷	o0900334	12777	12777	DUG~b~1	~01
𒞭	o0900335	12777	127AD	DUG~b~2	~02
𒞮	o0903576	127AE	127AE	|DUG~b×AB₂|~1	~01
𒝸	o0900342	12778	12778	|DUG~b×ANŠE~b|~1	~01
𒝹	o0900343	12779	12779	|DUG~b×ANŠE~d|~1	~01
𒝺	o0900347	1277A	1277A	|DUG~b×BALA~a|~1	~01
𒝻	o0900349	1277B	1277B	|DUG~b×BIR₃~c|~1	~01
𒝼	o0900351	1277C	1277C	|DUG~b×DIN|~1	~01
𒞯	o0900352	1277C	127AF	|DUG~b×DIN|~2	~02
𒝽	o0900354	1277D	1277D	|(DUG~b×DIN)@r|~1	~01
𒝾	o0900356	1277E	1277E	|DUG~b×E~a|~1	~01
𒝿	o0903574	1277F	1277F	|DUG~b×GA~a|~1	~01
𒞀	o0900359	12780	12780	|DUG~b×GA~b|~1	~01
𒞁	o0903575	12781	12781	|DUG~b×GEŠTU~a|~1	~01
𒞰	o0900362	12781	127B0	|DUG~b×GEŠTU~a|~2	~02
𒞂	o0900363	12782	12782	|DUG~b×GEŠTU~b|~1	~01
𒞃	o0900365	12783	12783	|DUG~b×GI₆|~1	~01
𒞄	o0900367	12784	12784	|DUG~b×GIŠ|~1	~01
𒞅	o0900370	12785	12785	|DUG~b×HI|~1	~01
𒞱	o0900371	12785	127B1	|DUG~b×HI|~2	~02
𒞲	o0903577	127B2	127B2	|DUG~b×HI@g~a|~1	~01
𒞆	o0900376	12786	12786	|DUG~b×KASKAL|~1	~01
𒞇	o0900379	12787	12787	|DUG~b×KU₆~a|~1	~01
𒞈	o0900381	12788	12788	|DUG~b×KUR~a|~1	~01
𒞉	o0900384	12789	12789	|DUG~b×(KUR~a.X)|~1	~01
𒞊	o0900382	1278A	1278A	|DUG~b×KUR~b|~1	~01
𒞋	o0900386	1278B	1278B	|DUG~b×KUR@g~a|~1	~01
𒞌	o0900389	1278C	1278C	|DUG~b×LAM~a|~1	~01
𒞍	o0900391	1278D	1278D	|DUG~b×MAŠ|~1	~01
𒞳	o0900392	1278D	127B3	|DUG~b×MAŠ|~2	~02
𒞎	o0900408	1278E	1278E	|DUG~b×NAGA~a|~1	~01
𒞏	o0900410	1278F	1278F	|DUG~b×NAM₂|~1	~01
𒞐	o0900412	12790	12790	|DUG~b×(NI~a@g.ZATU779)|~1	~01
𒞑	o0900414	12791	12791	|DUG~b×SA~a|~1	~01
󳁔	o0900416	F3054	F3054	|DUG~b×(SA~a.GI)|~1	~01
𒞒	o0900418	12792	12792	|DUG~b×SI₄~a|~1	~01
𒞓	o0900420	12793	12793	|DUG~b×(SI₄~a.X)|~1	~01
𒞔	o0900422	12794	12794	|DUG~b×SIG₂~a1|~1	~01
𒞕	o0900423	12795	12795	|DUG~b×SIG₂~a2|~1	~01
𒞖	o0900425	12796	12796	|DUG~b×SIG₇|~1	~01
𒞗	o0900427	12797	12797	|DUG~b×SUHUR|~1	~01
󳁕	o0900429	F3055	F3055	|DUG~b×SUKUD~d|~1	~01
𒞘	o0900431	12798	12798	|DUG~b×ŠAH₂~a|~1	~01
𒞙	o0900433	12799	12799	|DUG~b×ŠE~a|~1	~01
𒞴	o0900434	12799	127B4	|DUG~b×ŠE~a|~2	~02
𒞵	o0900435	12799	127B5	|DUG~b×ŠE~a|~3	~03
𒞚	o0900437	1279A	1279A	|DUG~b×(ŠE~a.NAM₂)|~1	~01
𒞛	o0900439	1279B	1279B	|DUG~b×TAK₄~a|~1	~01
𒞜	o0900441	1279C	1279C	|DUG~b×(TAK₄~a.SA~a)|~1	~01
𒞝	o0900443	1279D	1279D	|DUG~b×(TAK₄~a.SAL)|~1	~01
𒞞	o0900445	1279E	1279E	|DUG~b×TI|~1	~01
𒞟	o0900449	1279F	1279F	|DUG~b×U₂~a|~1	~01
𒞠	o0900450	127A0	127A0	|DUG~b×U₂~b|~1	~01
𒞶	o0900451	127A0	127B6	|DUG~b×U₂~b|~2	~02
𒞺	o0900452	127A0	127BA	|DUG~b×U₂~b|~3	~03
󳂰	o0903691	127A0	F30B0	|DUG~b×U₂~b|~4	~04
󳀴	o0900454	F3034	F3034	|DUG~b×(UDU~a×TAR~b)|~1	~01
𒞡	o0900456	127A1	127A1	|DUG~b×UH₃~a|~1	~01
𒞢	o0900458	127A2	127A2	|DUG~b×UH₃~a@t|~1	~01
𒞣	o0900461	127A3	127A3	|DUG~b×X|~1	~01
𒞷	o0900462	127A3	127B7	|DUG~b×X|~2	~02
𒞤	o0900464	127A4	127A4	|DUG~b×ZATU707~a|~1	~01
𒞥	o0900466	127A5	127A5	|DUG~b×ZATU764|~1	~01
𒞦	o0900468	127A6	127A6	|DUG~b×ZATU779|~1	~01
𒞧	o0900470	127A7	127A7	|DUG~b×ZATU780|~1	~01
𒞨	o0900472	127A8	127A8	|DUG~b×ZATU781|~1	~01
𒞩	o0900474	127A9	127A9	|DUG~b×(ZATU789.SA~a)|~1	~01
𒞪	o0900395	127AA	127AA	|DUG~b×1(N57)|~1	~01
𒞸	o0900396	127AA	127B8	|DUG~b×1(N57)|~2	~02
𒞫	o0900401	127AB	127AB	|DUG~b×(1(N57).KU₃~a)|~1	~01
𒞬	o0900403	127AC	127AC	|DUG~b×3(N57)|~1	~01
󳀵	o0903578	F3035	F3035	|DUG~b×1(N58)|~1	~01
𒞹	o0903579	127B9	127B9	|(DUG~b&DUG~b)×1(N58)|~1	~01
𒞿	o0903580	127BF	127BF	DUG~c~1	~01
𒞼	o0900336	127BF	127BC	DUG~c~2	~02
𒟀	o0903581	127C0	127C0	|DUG~c×1(N57)|~1	~01
𒞾	o0900398	127C0	127BE	|DUG~c×1(N57)|~2	~02
𒞽	o0900397	127C0	127BD	|DUG~c×1(N57)|~3	~03
𒞻	o0900479	127BB	127BB	DUG~c@t~1	~01
𒟁	o0900480	127C1	127C1	DUG~d~1	~01
𒝴	o0900478	12774	12774	DUG~e~1	~01
𒟂	o0900481	127C2	127C2	DUGUD~1	~01
𒟃	o0900483	127C3	127C3	DUR~a~1	~01
𒟄	o0900484	127C4	127C4	DUR~b~1	~01
󳃚	o0903733	127C4	F30DA	DUR~b~2	~02
𒟅	o0900485	127C5	127C5	DUR₂~1	~01
𒟆	o0900487	127C6	127C6	E~a~1	~01
𒟇	o0900488	127C7	127C7	E~b~1	~01
𒟈	o0900489	127C8	127C8	E~c~1	~01
𒟉	o0900490	127C9	127C9	E~d~1	~01
󲞩	o0900491	F27A9	F27A9	E~e~1	~01
𒟊	o0900493	127CA	127CA	E₂~a~1	~01
𒟋	o0900498	127CB	127CB	|E₂~a.LIŠ|~1	~01
𒟌	o0900506	127CC	127CC	|E₂~a×3(N58)|~1	~01
𒟍	o0900503	127CD	127CD	|E₂~a×1(N58@t)|~1	~01
𒟎	o0900494	127CE	127CE	E₂~b~1	~01
𒟏	o0900499	127CF	127CF	|E₂~b.LIŠ|~1	~01
𒟐	o0900504	127D0	127D0	|E₂~b×1(N58@t)|~1	~01
𒟑	o0900495	127D1	127D1	E₂~c~1	~01
𒟒	o0900496	127D2	127D2	E₂~d~1	~01
𒟓	o0900508	127D3	127D3	E₃~a~1	~01
𒟔	o0900510	127D4	127D4	E₃~b~1	~01
𒟕	o0900511	127D5	127D5	EDIN~1	~01
𒟙	o0900516	127D9	127D9	EN~a~1	~01
𒟖	o0900513	127D9	127D6	EN~a~2	~02
𒟗	o0900514	127D9	127D7	EN~a~3	~03
𒟘	o0900515	127D9	127D8	EN~a~4	~04
𒟚	o0900517	127DA	127DA	EN~b~1	~01
𒟜	o0900518	127DA	127DC	EN~b~2	~02
𒟛	o0900528	127DB	127DB	EN~b@t~1	~01
𒟝	o0900519	127DD	127DD	EN~c~1	~01
𒟟	o0900520	127DD	127DF	EN~c~2	~02
𒟞	o0900523	127DE	127DE	|EN~c&EN~c|~1	~01
𒟠	o0900521	127E0	127E0	EN~e~1	~01
𒟡	o0900525	127E1	127E1	EN@g~a~1	~01
𒟢	o0900526	127E2	127E2	EN@g~b~1	~01
𒟣	o0900529	127E3	127E3	EN₂~1	~01
𒟤	o0900531	127E4	127E4	|EN₂.E₂~a|~1	~01
