aka	|BU~a+DU₆~a|	-|BU~a.DU₆~a|
aka	-BU₃	BU₃~a
aka	|DARA₃~c×KAR₂~b|	-|DARA₃~c×KAR₂|
aka	|DARA₃~c×(KAR₂~c.ŠE~a)|	-|DARA₃~c×(KAR₂.ŠE~a)|
aka	|DARA₃~d×KAR₂~b|	-|DARA₃~d×KAR₂|
aka	|DARA₃~d2×(KAR₂~a1.ŠE~a)|	-|DARA₃~d×(KAR₂.ŠE~a)|
aka	-|DIN×1(N58)|	|DIN+1(N57)|
aka	-|DU×1(N58@t)|	|DU×DIŠ|
aka	-|(DUB@n~a×1(N58))~a|	|(DUB×DIŠ)~a|
aka	-|(DUB@n~a×1(N58))~b|	|(DUB×DIŠ)~c|
aka	-|DUB@n~b×1(N58)~a|	|(DUB×DIŠ)~b|
aka	-|(DUG~b×DIN)@r|	|DUG~b@r×DIN|
aka	-|E₂~a×1(N58@t)|	|E₂~a×1(N57)@t|
aka	-|E₂~b×1(N58@t)|	|E₂~b×1(N57)@t|
aka	-|EN₂.E₂~b|	|EN₂×E₂~b|
aka	-|EŠDA×TAR~a|	|EŠDA×TAR|
aka	-|EZEN~a×(HI×1(N57).AN)|	|EZEN~a×(HI.1(N57).AN)|
aka	-|EZEN~a×KI|	|EZEN~a+KI|
aka	-|GA₂~a1×E₂~a|	|GA₂~a×E₂~a|
aka	-|GI×A|	|GI+A|
aka	-|GI×1(N58@t)|	|GI×1(N58)@t|
aka	-|GIŠ×ŠU₂~b|	|GIŠ+ŠU₂~b|
aka	-GU	GU~a
aka	-|GU₄.ZATU755~b|	|GU₄.ZATU755~a|
aka	-GUG₂	GUG₂~a
aka	-GURUŠDA	GURUŠDA~a
aka	-|HI×1(N57@t)|	|HI×1(N57)@t|
aka	-HI@g~a	HI~a@g
aka	-IB~a	-ŠAB~a
aka	-KASKAL	-APIN~a
aka	-KI	KI~a
aka	-|KI@n×DUB~a|	|KI@n+DUB~a|
aka	-LA~b	LA
aka	-|LAGAB~a×KUŠU₂~a@t|	|LAGAB~a×KUŠU₂~b|
aka	-|LAGAB~b&LAGAB~b|	|LAGAB~b+LAGAB~b|
aka	-|X(N57).GAR|	|N(N57).GAR|
aka	-|1(N57).SIG|	|SIG×1(N57)|
aka	-|1(N57).ŠUBUR|	|1(N57)+ŠUBUR|
aka	-|1(N58)~a.BAD~a|	|1(N58).BAD~b|
aka	-|1(N58).BAD|	|1(N58).BAD~a|
aka	-|NINDA₂×(HI.ME~a)|	|NINDA₂×(HI+ME~a)|
aka	-|NINDA₂×(HI~a1.ME~a)|	|NINDA₂×GUDU₄|
aka	-|NINDA₂×(1(N06).HI@g~a)|	|NINDA₂×(HI@g~a.1(N06))|
aka	-PAP~a@t	PAP@t
aka	-|SAG×GEŠTU~a|	|SAG+GEŠTU~a|
aka	-|SAG×NAM₂|	|SAG+NAM₂|
aka	|SAG@n×GEŠTU~b|	-|SAG×GEŠTU~b|
aka	-|SAL.ME~a|	LUKUR
aka	|SAL.ŠU₂~b|	-|SAL.ŠU₂|
aka	-|SAL.HI×HI|	-|SAL.ZATU751~c|
aka	SANGA~e1	-SANGA~e
aka	-|SAR~a×ŠE~a|	|SAR×ŠE~a|
aka	-SIG₂~a1	SIG₂~a
aka	-|SIG₂~b&SIG₂~b|	|SIG₂~b.SIG₂~b|
aka	|SILA₃~a×GARA₂~a|	-|SILA₃~a+GARA₂~a|
aka	-|SILA₃~a×KAŠ~a|	|SILA₃~a+KAŠ~a|
aka	-|SILA₃~a×MUD₃~b|	|SILA₃~a+MUD₃~b|
aka	|SILA₃~a×ŠU₂~b|	-|SILA₃~a×ŠU₂|
aka	|SILA₃~c×NI~a|	-|SILA₃~b×NI~a|
aka	-SILANITA	SILANITA~a
aka	-SUHUR	SUHUR~a
aka	-ŠA₃~a2	ŠA₃~b1
aka	-|ŠE~a.NAM₂|	|ŠE~a+NAM₂|
aka	|ŠE~a@t.GEŠTU~a|	-|GEŠTU~a×ŠE~a@t|
aka	-ŠITA~a1	ŠITA~a
aka	ŠITA~a1@g	-ŠITA@g~b
aka	-|ŠITA~b2@g×HI@g~a|	|ŠITA~b1×HI@g~a|
aka	ŠITA~b3@g	-ŠITA@g~a
aka	|ŠITA~b3@g×1(N06)|	-|ŠITA@g~a×1(N06)|
aka	-|ŠU₂.AN|	|ŠU₂+AN|
aka	-|ŠU₂.(HI×1(N57))&(HI×1(N57))|	|ŠU₂.((HI+1(N57))+(HI+1(N57)))|
aka	|ŠU₂~b.E₂~a|	-|ŠU₂.E₂~a|
aka	|ŠU₂~b.E₂~b|	-|ŠU₂.E₂~b|
aka	-TE	TE~a
aka	-TI	TI~a
aka	-|TUG₂~a.BAD&BAD|	|TUG₂~a.(BAD&BAD)|
aka	|U₄.ŠU₂~b|	-|U₄.ŠU₂|
aka	-|U₄.1(N08)|	|U₄+1(N08)|
aka	-|U₄.(1(N14).3(N08))|	|(U₄+1(N14)).3(N08)|
aka	-|U₄.(1(N14).1(N08))|	|(U₄+1(N14)).1(N08)|
aka	-|U₄×(1(N01).1(N24))|	|U₄×1(N01)+1(N24)|
aka	-|U₄×1(N58@t)|	|U₄×1(N58)@t|
aka	-|U₈×TAR~b|	|(U₈×TAR)~b|
aka	-|UDU~a×TAR~a|	|(UDU~a×TAR)~a|
aka	-|UDU~a×TAR~b|	|(UDU~a×TAR)~b|
aka	-|UR₂×TAR~c|	|UR₂×TAR|
aka	-|URU~a2×1(N58)|	|URU~a1+1(N58)|
aka	-|ZATU659×1(N58@t)|	|ZATU659×1(N58)@t|
aka	-|ZATU737×BUR~a|	GABURRA
aka	-|ZATU737×GAR|	ZATU741
aka	-1(N57)	AŠ
aka	|KA₂~d×LAM~b|	|KA₂×LAM|
aka	-|NUN~b+EN~a|	|EN~a+NUN~b|
aka	-|SAL.ZATU751~a|	|SAL+ZATU751~a|
aka	-|ŠU₂~a.AN|	|ŠU₂+AN|
aka	-|ŠU₂~a.(HI×1(N57))&(HI×1(N57))|	|ŠU₂.((HI+1(N57))+(HI+1(N57)))|
aka	-|U₄.1(N14).3(N08)|	|(U₄+1(N14)).3(N08)|
aka	-|U₄.1(N14).4(N08)|	|U₄.(1(N14).4(N08))|
