573	𒢦	GAR@g~b	GAR GUNU‐B
574	𒢧	GAR@g~c	GAR GUNU‐C
575	𒢨	GAR3	GAR3
576	𒢩	GARA2~a	GARA2‐A
577	𒢪	GARA2~b	GARA2‐B
578	𒢫	GAZI	GAZI
579	𒢬	GESZTIN~a	GESHTIN‐A
580	𒢭	GESZTIN~c	GESHTIN‐C
581		GESZTU~a	GESHTU‐A
581.1		GESZTU~a	GESHTU‐A VARIANT 1
581.2		GESZTU~a	GESHTU‐A VARIANT 2
582	𒢱	GESZTU~b	GESHTU‐B
583		GESZTU~c3	GESHTU‐C3
583.1		GESZTU~c3	GESHTU‐C3 VARIANT 1
584	𒢳	GESZTU~c5	GESHTU‐C5
585		GI	GI
585.1		GI	GI VARIANT 1
586	𒣃	GI@t	GI TENU
587	𒣄	GI4~a	GI4‐A
588	𒣇	GI4~b	GI4‐B
589		GI6	GI6
589.1		GI6	GI6 VARIANT 1
590	𒣊	GIBIL	GIBIL
591	𒣋	GIBIL@t	GIBIL TENU
592	𒣌	GIBIL6	GIBIL6
593	𒣍	GIG	GIG
594	𒣎	GIL	GIL
595	𒣏	GIR~a	GIR‐A
596		GIR~b	GIR‐B
596.1		GIR~b	GIR‐B VARIANT 1
597	𒣓	GIR~c	GIR‐C
598	𒣔	GIR~d	GIR‐D
599	𒣕	GIR2~a	GIR2‐A
600	𒣖	GIR2~b	GIR2‐B
601	𒣗	GIR3~a	GIR3‐A
602	𒣙	GIR3~b	GIR3‐B
603	𒣚	GIR3~c	GIR3‐C
604	𒣝	GIR3@g~a	GIR3 GUNU‐A
605	𒣞	GIR3@g~b	GIR3 GUNU‐B
606	𒣟	GIR3@g~c	GIR3 GUNU‐C
607	𒣠	GIR4	GIR4
608	𒣡	GISAL~a	GISAL‐A
609	𒣢	GISAL~b	GISAL‐B
610	𒣣	GISZ	GISH
611	𒣪	GISZ~x	GISH‐X
612	𒣫	GISZ@t	GISH TENU
613	𒣭	GISZ3~a	GISH3‐A
614	𒣯	GISZ3~b	GISH3‐B
615		GISZGAL	GISHGAL
615.1		GISZGAL	GISHGAL VARIANT 1
616	𒣱	GISZIMMAR~a1	GISHIMMAR‐A1
617	𒣲	GISZIMMAR~a2	GISHIMMAR‐A2
618	𒣳	GISZIMMAR~a3	GISHIMMAR‐A3
619		GISZIMMAR~b1	GISHIMMAR‐B1
619.1		GISZIMMAR~b1	GISHIMMAR‐B1 VARIANT 1
619.2		GISZIMMAR~b1	GISHIMMAR‐B1 VARIANT 2
620	𒣵	GISZIMMAR~b3	GISHIMMAR‐B3
621	𒣶	GIZZAL~x	GIZZAL‐X
622	𒣷	GU	GU
623	𒣸	GU2	GU2
624		GU4	GU4
624.1		GU4	GU4 VARIANT 1
625	𒣻	GU4@g	GU4 GUNU
626		GU7	GU7
626.1		GU7	GU7 VARIANT 1
627	𒣽	GUB3~a	GUB3‐A
628	𒣾	GUB3~b	GUB3‐B
629	𒣿	GUB3~c	GUB3‐C
630	𒤀	GUB3~d	GUB3‐D
631		GUG2	GUG2
631.1		GUG2	GUG2 VARIANT 1
632	𒤅	GUG2@t	GUG2 TENU
633	𒤆	GUKKAL~a	GUKKAL‐A
634	𒤈	GUKKAL~b	GUKKAL‐B
635	𒤉	GUKKAL~c	GUKKAL‐C
636	𒤊	GUKKAL~d	GUKKAL‐D
637	𒤋	GUL	GUL
638	𒤌	GUM~a	GUM‐A
639		GUM~b	GUM‐B
639.1		GUM~b	GUM‐B VARIANT 1
640		GUM~b@n	GUM‐B NUTILLU
640.1		GUM~b@n	GUM‐B NUTILLU VARIANT 1
641	𒤏	GUN3~a	GUN3‐A
642	𒤐	GUN3~b	GUN3‐B
643	𒤑	GUR	GUR
644		GURUSZ~a	GURUSH‐A
644.1		GURUSZ~a	GURUSH‐A VARIANT 1
645	𒤔	GURUSZ~b	GURUSH‐B
646	𒤗	GURUSZDA	GURUSHDA
647	𒤘	HAL	HAL
648	𒤙	HALUB	HALUB
649	𒤚	HASZHUR	HASHHUR
650	𒤜	HI	HI
651	𒤦	HI@g~a	HI GUNU‐A
652	𒤧	HI@g~b	HI GUNU‐B
653	𒤨	HI@g~c	HI GUNU‐C
654	𒤩	HUB2	HUB2
655	𒤪	I	I
656	𒤫	IB~a	IB‐A
657	𒤬	IB~a@n	IB‐A NUTILLU
658	𒤭	IB~b	IB‐B
659		IDIGNA	IDIGNA
659.1		IDIGNA	IDIGNA VARIANT 1
660	𒤯	IG~a	IG‐A
661	𒤰	IG~b	IG‐B
662	𒤱	IGI	IGI
663	𒤲	IL	IL
664	𒤳	ILDUM~a	ILDUM‐A
665	𒤴	ILDUM~b	ILDUM‐B
666	𒤵	IM~a	IM‐A
667	𒤶	IM~a@g	IM‐A GUNU
668	𒤷	IM~b	IM‐B
669		IN~b	IN‐B
669.1		IN~b	IN‐B VARIANT 1
670	𒤹	IN~d	IN‐D
671	𒤺	IR~a	IR‐A
672	𒤼	IR~b	IR‐B
673	𒤽	IR~c	IR‐C
674	𒤾	IR~d	IR‐D
675		IR11	IR11
675.1		IR11	IR11 VARIANT 1
676	𒥀	IRHAN	IRHAN
677		ISZ~a	ISH‐A
677.1		ISZ~a	ISH‐A VARIANT 1
678		ISZ~b	ISH‐B
678.1		ISZ~b	ISH‐B VARIANT 1
678.2		ISZ~b	ISH‐B VARIANT 2
678.3		ISZ~b	ISH‐B VARIANT 3
678.4		ISZ~b	ISH‐B VARIANT 4
678.5		ISZ~b	ISH‐B VARIANT 5
679	𒥃	ISZ~c	ISH‐C
680	𒥄	KA~a	KA‐A
681	𒥇	KA2~a	KA2‐A
682	𒥈	KA2~b	KA2‐B
683	𒥉	KA2~c	KA2‐C
684	𒥊	KA2~d	KA2‐D
685	𒥌	KAB	KAB
686	𒥎	KAD4~a	KAD4‐A
687	𒥏	KAD4~b	KAD4‐B
688	𒥐	KAD4~c1	KAD4‐C1
689	𒥑	KAD4~c2	KAD4‐C2
690	𒥒	KAK~a	KAK‐A
691	𒥔	KAK~b	KAK‐B
692	𒥕	KAL~a	KAL‐A
693		KAL~b1	KAL‐B1
693.1		KAL~b1	KAL‐B1 VARIANT 1
694	𒥗	KAL~b2	KAL‐B2
695	𒥘	KALAM~a	KALAM‐A
696	𒥙	KALAM~b	KALAM‐B
697	𒥚	KALAM~c	KALAM‐C
698	𒥛	KALAM~d	KALAM‐D
699	𒥜	KALAM~e	KALAM‐E
700	𒥝	KALAM~f	KALAM‐F
701	𒥞	KAR	KAR
702	𒥟	KAR2~a	KAR2‐A
703	𒥠	KAR2~b	KAR2‐B
704		KASZ~a	KASH‐A
704.1		KASZ~a	KASH‐A VARIANT 1
705		KASZ~b	KASH‐B
705.1		KASZ~b	KASH‐B VARIANT 1
706	𒥤	KASZ~b@t	KASH‐B TENU
707	𒥥	KASZ~c	KASH‐C
708	𒥦	KASZ~d	KASH‐D
709	𒥧	KASKAL	KASKAL
710	𒥨	KASKAL@g	KASKAL GUNU
711	𒥩	KESZ2	KESH2
712	𒥪	KI	KI
713	𒥫	KI@n	KI NUTILLU
714	𒥭	KIB	KIB
715	𒥮	KIB@g	KIB GUNU
716	𒥯	KID~a	KID‐A
717	𒥰	KID~b	KID‐B
718	𒥱	KID~c	KID‐C
719	𒥲	KID~d	KID‐D
720	𒥳	KID~e	KID‐E
721	𒥴	KIN	KIN
722	𒥵	KIN2~a	KIN2‐A
723	𒥶	KIN2~c	KIN2‐C
724	𒥷	KIN2~d	KIN2‐D
725	𒥸	KIN2~e	KIN2‐E
726		KINGAL	KINGAL
726.1		KINGAL	KINGAL VARIANT 1
727	𒥺	KIR11	KIR11
728	𒥻	KISAL~a1	KISAL‐A1
729	𒥼	KISAL~a2	KISAL‐A2
730	𒥽	KISAL~b1	KISAL‐B1
731	𒥾	KISAL~b2	KISAL‐B2
732	𒥿	KISAL~b2@t	KISAL‐B2 TENU
733	𒦀	KISAL~b3	KISAL‐B3
734		KISZ	KISH
734.1		KISZ	KISH VARIANT 1
735	𒦂	KISZIK~a	KISHIK‐A
736	𒦃	KISZIK~b	KISHIK‐B
737	𒦄	KISIM~a	KISIM‐A
738		KISIM~b	KISIM‐B
738.1		KISIM~b	KISIM‐B VARIANT 1
738.2		KISIM~b	KISIM‐B VARIANT 2
738.3		KISIM~b	KISIM‐B VARIANT 3
739	𒦆	KISIM~c	KISIM‐C
740		KITI	KITI
740.1		KITI	KITI VARIANT 1
741	𒦈	KU~a	KU‐A
742	𒦉	KU~a@t	KU‐A TENU
743	𒦊	KU~b1	KU‐B1
744	𒦋	KU~b2	KU‐B2
745	𒦌	KU3~a	KU3‐A
746	𒦍	KU3~c	KU3‐C
747	𒦎	KU6~a	KU6‐A
748	𒦒	KU6~a@s	KU6‐A SHESSHIG
749	𒦓	KU6~c	KU6‐C
750	𒦔	KU6~d	KU6‐D
751	𒦕	KUN	KUN
752	𒦖	KUR~a	KUR‐A
753	𒦙	KUR~b	KUR‐B
754		KUR~c	KUR‐C
754.1		KUR~c	KUR‐C VARIANT 1
755	𒦜	KUR~d	KUR‐D
756	𒦝	KUR@g~a	KUR GUNU‐A
757	𒦞	KUR@g~b	KUR GUNU‐B
758	𒦟	KUSZU2~a	KUSHU2‐A
759	𒦠	KUSZU2~b	KUSHU2‐B
760	𒦡	KUSZU2~c	KUSHU2‐C
761	𒦢	KUSZU2~d	KUSHU2‐D
762	𒦣	KUSZU2~e	KUSHU2‐E
763	𒦤	KUSZU2~f	KUSHU2‐F
764	𒦥	LA~b	LA‐B
765	𒦦	LA~c	LA‐C
766	𒦧	LA~d	LA‐D
767	𒦨	LA~e	LA‐E
768	𒦩	LA2	LA2
769	𒦪	LAGAB~a	LAGAB‐A
770	𒧁	LAGAB~b	LAGAB‐B
771	𒧎	LAGAR~a	LAGAR‐A
772	𒧏	LAGAR~a@r	LAGAR‐A REVERSED
773	𒧐	LAGAR~b1	LAGAR‐B1
774	𒧑	LAGAR~b2	LAGAR‐B2
775	𒧒	LAGAR~c	LAGAR‐C
776	𒧓	LAHTAN2	LAHTAN2
777	𒧔	LAK025	LAK025
778	𒧕	LAK050	LAK050
779	𒧖	LAK172	LAK172
780	𒧗	LAK251	LAK251
781	𒧘	LAK350	LAK350
782	𒧙	LAK777	LAK777
783	𒧚	LAL2~a	LAL2‐A
784	𒧝	LAL2~b	LAL2‐B
785	𒧞	LAL3~a	LAL3‐A
786	𒧟	LAL3~b	LAL3‐B
787	𒧠	LAL3~c	LAL3‐C
788	𒧡	LAM~a	LAM‐A
789		LAM~b	LAM‐B
789.1		LAM~b	LAM‐B VARIANT 1
789.2		LAM~b	LAM‐B VARIANT 2
790	𒧣	LAM~b@t	LAM‐B TENU
791	𒧤	LAM~b@s	LAM‐B SHESSHIG
792	𒧥	LAM~b@r	LAM‐B REVERSED
793	𒧦	LAM~c	LAM‐C
794		LI	LI
794.1		LI	LI VARIANT 1
795	𒧨	LISZ	LISH
796		LU2	LU2
796.1		LU2	LU2 VARIANT 1
796.2		LU2	LU2 VARIANT 2
797	𒧫	LU2@t	LU2 TENU
798		LUGAL	LUGAL
798.1		LUGAL	LUGAL VARIANT 1
799	𒧭	LUM	LUM
800		MA	MA
800.1		MA	MA VARIANT 1
801	𒧴	MA2	MA2
802	𒧵	MAGUR~a	MAGUR‐A
803	𒧶	MAGUR~b	MAGUR‐B
804	𒧷	MAH~a	MAH‐A
805	𒨅	MAH~b	MAH‐B
806		MAR~a	MAR‐A
806.1		MAR~a	MAR‐A VARIANT 1
807	𒨋	MAR~a@t	MAR‐A TENU
808	𒨌	MAR~b	MAR‐B
809	𒨐	MASZ	MASH
810	𒨑	MASZ2	MASH2
811	𒨒	MASZ2@g	MASH2 GUNU
812	𒨓	ME~a	ME‐A
813	𒨔	ME~b	ME‐B
814	𒨕	ME3	ME3
815		MEN~a	MEN‐A
815.1		MEN~a	MEN‐A VARIANT 1
816	𒨗	MEN~b	MEN‐B
817		MES	MES
817.1		MES	MES VARIANT 1
818	𒨙	MIR~a	MIR‐A
819	𒨚	MIR~b	MIR‐B
820	𒨛	MU	MU
821		MUD	MUD
821.1		MUD	MUD VARIANT 1
822	𒨝	MUD3~a	MUD3‐A
823	𒨞	MUD3~a@g	MUD3‐A GUNU
824	𒨠	MUD3~b	MUD3‐B
825	𒨡	MUD3~c	MUD3‐C
826	𒨢	MUD3~d	MUD3‐D
827	𒨣	MUL	MUL
828	𒨤	MUN~a1	MUN‐A1
829	𒨥	MUN~a2	MUN‐A2
830	𒨦	MUN~a3	MUN‐A3
831	𒨧	MUN~a4	MUN‐A4
832	𒨨	MUN~b	MUN‐B
833	𒨩	MUNSZUB~a	MUNSHUB‐A
834	𒨪	MUNSZUB~b	MUNSHUB‐B
835	𒨫	MUNU3	MUNU3
836	𒨬	MURUB2	MURUB2
837	𒨭	MUSZ	MUSH
838		MUSZ3~a	MUSH3‐A
838.1		MUSZ3~a	MUSH3‐A VARIANT 1
838.2		MUSZ3~a	MUSH3‐A VARIANT 2
839		MUSZ3~a@g	MUSH3‐A GUNU
839.1		MUSZ3~a@g	MUSH3‐A GUNU VARIANT 1
840	𒨰	MUSZ3~b	MUSH3‐B
841	𒨱	MUSZEN	MUSHEN
842	𒨸	NA~a	NA‐A
843	𒨹	NA~b	NA‐B
844	𒨺	NA~c	NA‐C
845	𒨻	NA~d	NA‐D
846		NA2~a	NA2‐A
846.1		NA2~a	NA2‐A VARIANT 1
847	𒨽	NA2~b1	NA2‐B1
848	𒨾	NA2~b2	NA2‐B2
849		NAB	NAB
849.1		NAB	NAB VARIANT 1
849.2		NAB	NAB VARIANT 2
850	𒩀	NAGA~a	NAGA‐A
851	𒩂	NAGA~b	NAGA‐B
852		NAGAR~a	NAGAR‐A
852.1		NAGAR~a	NAGAR‐A VARIANT 1
852.2		NAGAR~a	NAGAR‐A VARIANT 2
852.3		NAGAR~a	NAGAR‐A VARIANT 3
853		NAGAR~b	NAGAR‐B
853.1		NAGAR~b	NAGAR‐B VARIANT 1
854	𒩅	NAM~a	NAM‐A
855	𒩆	NAM~b	NAM‐B
856	𒩇	NAM~c	NAM‐C
857	𒩈	NAM~d	NAM‐D
858	𒩉	NAM2	NAM2
859	𒩋	NAM2@t	NAM2 TENU
860	𒩌	NAM2@g	NAM2 GUNU
861		NAMESZDA	NAMESHDA
861.1		NAMESZDA	NAMESHDA VARIANT 1
862		NANNA~a	NANNA‐A
862.1		NANNA~a	NANNA‐A VARIANT 1
863	𒩏	NANNA~b	NANNA‐B
864	𒩐	NANSZE~a	NANSHE‐A
865	𒩑	NANSZE~b	NANSHE‐B
866	𒩒	NAR	NAR
867		NE~a	NE‐A
867.1		NE~a	NE‐A VARIANT 1
867.2		NE~a	NE‐A VARIANT 2
868	𒩔	NE~b	NE‐B
869	𒩕	NE~c	NE‐C
870	𒩖	NE~d	NE‐D
871	𒩗	NERGAL~x	NERGAL‐X
872		NESAG2~a	NESAG2‐A
872.1		NESAG2~a	NESAG2‐A VARIANT 1
873		NESAG2~b	NESAG2‐B
873.1		NESAG2~b	NESAG2‐B VARIANT 1
874	𒩚	NESAG2~b@t	NESAG2‐B TENU
875	𒩛	NI~a	NI‐A
876	𒩞	NI~a@g	NI‐A GUNU
877	𒩟	NI~b	NI‐B
878	𒩢	NI2	NI2
879	𒩣	NIGIN	NIGIN
880	𒩤	NIM~a	NIM‐A
881	𒩥	NIM~b1	NIM‐B1
882	𒩦	NIM~b2	NIM‐B2
883	𒩧	NIM~b3	NIM‐B3
884		NIMGIR	NIMGIR
884.1		NIMGIR	NIMGIR VARIANT 1
885	𒩩	NIN	NIN
886		NINDA2	NINDA2
886.1		NINDA2	NINDA2 VARIANT 1
887	𒪋	NINKUM	NINKUM
888	𒪌	NINLIL	NINLIL
889	𒪍	NIR~a	NIR‐A
890	𒪏	NIR~b	NIR‐B
891	𒪐	NU	NU
892	𒪑	NU@g	NU GUNU
893	𒪒	NU11	NU11
894	𒪔	NU11@t	NU11 TENU
895	𒪕	NUMUN	NUMUN
896	𒪖	NUMUN2	NUMUN2
897	𒪗	NUN~a	NUN‐A
898	𒪝	NUN~b	NUN‐B
899		NUN~c	NUN‐C
899.1		NUN~c	NUN‐C VARIANT 1
899.2		NUN~c	NUN‐C VARIANT 2
899.3		NUN~c	NUN‐C VARIANT 3
900	𒪠	NUN~d	NUN‐D
901	𒪡	NUNUZ~a0	NUNUZ‐A0
902	𒪢	NUNUZ~a1	NUNUZ‐A1
903	𒪣	NUNUZ~a1@t	NUNUZ‐A1 TENU
904	𒪤	NUNUZ~a2	NUNUZ‐A2
905	𒪥	NUNUZ~b1	NUNUZ‐B1
906	𒪦	NUNUZ~b2	NUNUZ‐B2
907		NUNUZ~c	NUNUZ‐C
907.1		NUNUZ~c	NUNUZ‐C VARIANT 1
907.2		NUNUZ~c	NUNUZ‐C VARIANT 2
907.3		NUNUZ~c	NUNUZ‐C VARIANT 3
908		PA~a	PA‐A
908.1		PA~a	PA‐A VARIANT 1
908.2		PA~a	PA‐A VARIANT 2
909	𒪩	PA~b	PA‐B
910	𒪪	PA3	PA3
911	𒪫	PAD~a	PAD‐A
912	𒪬	PAD~b	PAD‐B
913	𒪭	PAP~a	PAP‐A
914	𒪮	PAP~a@t	PAP‐A TENU
915		PAP~b	PAP‐B
915.1		PAP~b	PAP‐B VARIANT 1
916	𒪰	PIRIG~a1	PIRIG‐A1
917	𒪱	PIRIG~a2	PIRIG‐A2
918	𒪲	PIRIG~a3	PIRIG‐A3
919	𒪳	PIRIG~b1	PIRIG‐B1
920	𒪵	PIRIG~b2	PIRIG‐B2
921	𒪶	PU2	PU2
922	𒪷	RA	RA
923	𒪸	RAD~a	RAD‐A
924	𒪹	RAD~a@t	RAD‐A TENU
925	𒪺	RAD~a@g	RAD‐A GUNU
926	𒪻	RAD~b	RAD‐B
927	𒪼	RI	RI
928	𒪽	RI~x	RI‐X
929	𒪾	RI8~a	RI8‐A
930	𒪿	RI8~b	RI8‐B
931		RU	RU
931.1		RU	RU VARIANT 1
932	𒫁	RU@t	RU TENU
933	𒫂	SA~a	SA‐A
934		SA~c	SA‐C
934.1		SA~c	SA‐C VARIANT 1
935		SAG	SAG
935.1		SAG	SAG VARIANT 1
935.2		SAG	SAG VARIANT 2
936	𒫌	SAG@g	SAG GUNU
937	𒫍	SAG@n	SAG NUTILLU
938	𒫎	SAGSZU	SAGSHU
939	𒫏	SAL	SAL
940		SANGA~a	SANGA‐A
940.1		SANGA~a	SANGA‐A VARIANT 1
940.2		SANGA~a	SANGA‐A VARIANT 2
941		SANGA~b	SANGA‐B
941.1		SANGA~b	SANGA‐B VARIANT 1
942	𒫖	SANGA~c	SANGA‐C
943	𒫗	SAR~a	SAR‐A
944	𒫙	SAR~b	SAR‐B
945	𒫚	SAR~c	SAR‐C
946		SZA	SHA
946.1		SZA	SHA VARIANT 1
946.2		SZA	SHA VARIANT 2
947	𒫞	SZA@g	SHA GUNU
948	𒫟	SZA3~a1	SHA3‐A1
949	𒫠	SZA3~a2	SHA3‐A2
950	𒫡	SZA3~b	SHA3‐B
951	𒫢	SZA3~c	SHA3‐C
952	𒫣	SZA3~d	SHA3‐D
953		SZAB~a	SHAB‐A
953.1		SZAB~a	SHAB‐A VARIANT 1
954		SZAB~b	SHAB‐B
954.1		SZAB~b	SHAB‐B VARIANT 1
955		SZAGAN	SHAGAN
955.1		SZAGAN	SHAGAN VARIANT 1
956	𒫧	SZAGINA	SHAGINA
957	𒫨	SZAH2~a	SHAH2‐A
958	𒫩	SZAH2~b	SHAH2‐B
959	𒫪	SZAH2~c	SHAH2‐C
960	𒫫	SZAKIR~a	SHAKIR‐A
961	𒫬	SZAKIR~b	SHAKIR‐B
962	𒫭	SZAKIR~c	SHAKIR‐C
963	𒫮	SZAM2	SHAM2
964	𒫯	SZANDANA~a	SHANDANA‐A
965	𒫰	SZANDANA~b	SHANDANA‐B
966	𒫱	SZE~a	SHE‐A
967	𒫵	SZE~a@t	SHE‐A TENU
968	𒫶	SZE~b	SHE‐B
969	𒫷	SZE~c	SHE‐C
970		SZE3	SHE3
970.1		SZE3	SHE3 VARIANT 1
971		SZE3@t	SHE3 TENU
971.1		SZE3@t	SHE3 TENU VARIANT 1
972	𒫺	SZEG9	SHEG9
973	𒫻	SZELU	SHELU
974		SZEN~a	SHEN‐A
974.1		SZEN~a	SHEN‐A VARIANT 1
975		SZEN~b	SHEN‐B
975.1		SZEN~b	SHEN‐B VARIANT 1
976	𒫾	SZEN~c	SHEN‐C
977	𒫿	SZEN~c@t	SHEN‐C TENU
978		SZEN~d	SHEN‐D
978.1		SZEN~d	SHEN‐D VARIANT 1
978.2		SZEN~d	SHEN‐D VARIANT 2
979	𒬂	SZEN~e	SHEN‐E
980	𒬃	SZENNUR~a	SHENNUR‐A
981	𒬄	SZENNUR~b	SHENNUR‐B
982		SZESZ~a	SHESH‐A
982.1		SZESZ~a	SHESH‐A VARIANT 1
983	𒬆	SZESZ~b	SHESH‐B
984	𒬇	SZIDIM	SHIDIM
985	𒬈	SZIDIM@t	SHIDIM TENU
986		SZIM~a	SHIM‐A
986.1		SZIM~a	SHIM‐A VARIANT 1
986.2		SZIM~a	SHIM‐A VARIANT 2
987	𒬊	SZIM~b	SHIM‐B
988		SZIR~a	SHIR‐A
988.1		SZIR~a	SHIR‐A VARIANT 1
989		SZIR~b	SHIR‐B
989.1		SZIR~b	SHIR‐B VARIANT 1
989.2		SZIR~b	SHIR‐B VARIANT 2
990	𒬍	SZITA~a1	SHITA‐A1
991	𒬓	SZITA~a2	SHITA‐A2
992	𒬔	SZITA~a3	SHITA‐A3
993	𒬕	SZITA~b1	SHITA‐B1
994	𒬗	SZITA~b2	SHITA‐B2
995	𒬘	SZITA~b3	SHITA‐B3
996	𒬚	SZITA~c	SHITA‐C
997		SZITA@g~a	SHITA GUNU‐A
997.1		SZITA@g~a	SHITA GUNU‐A VARIANT 1
998	𒬞	SZITA@g~b	SHITA GUNU‐B
999	𒬟	SZU	SHU
1000	𒬢	SZU@g	SHU GUNU
1001	𒬣	SZU@s	SHU SHESSHIG
1002		SZU2	SHU2
1002.1		SZU2	SHU2 VARIANT 1
1003	𒬯	SZU12	SHU12
1004	𒬰	SZUBUR	SHUBUR
1005	𒬱	SZUM	SHUM
1006	𒬲	SZUR2~a	SHUR2‐A
1007	𒬳	SZUR2~b	SHUR2‐B
1008		SZURUPPAK~a	SHURUPPAK‐A
1008.1		SZURUPPAK~a	SHURUPPAK‐A VARIANT 1
1009		SZURUPPAK~b	SHURUPPAK‐B
1009.1		SZURUPPAK~b	SHURUPPAK‐B VARIANT 1
1010	𒬶	SZURUPPAK~c	SHURUPPAK‐C
1011		SI	SI
1011.1		SI	SI VARIANT 1
1012	𒬺	SI4~a	SI4‐A
1013	𒬻	SI4~b	SI4‐B
1014	𒬼	SI4~c	SI4‐C
1015		SI4~d	SI4‐D
1015.1		SI4~d	SI4‐D VARIANT 1
1016		SI4~f	SI4‐F
1016.1		SI4~f	SI4‐F VARIANT 1
1017	𒬿	SIG	SIG
1018	𒭁	SIG@g	SIG GUNU
1019	𒭂	SIG2~a1	SIG2‐A1
1020	𒭃	SIG2~a2	SIG2‐A2
1021		SIG2~a3	SIG2‐A3
1021.1		SIG2~a3	SIG2‐A3 VARIANT 1
1021.2		SIG2~a3	SIG2‐A3 VARIANT 2
1022	𒭅	SIG2~a4	SIG2‐A4
1023	𒭆	SIG2~b	SIG2‐B
1024	𒭉	SIG2~c1	SIG2‐C1
1025	𒭊	SIG2~c2	SIG2‐C2
1026	𒭋	SIG2~d1	SIG2‐D1
1027		SIG2~d2	SIG2‐D2
1027.1		SIG2~d2	SIG2‐D2 VARIANT 1
1028	𒭍	SIG2~d3	SIG2‐D3
1029	𒭎	SIG2~d4	SIG2‐D4
1030	𒭏	SIG2~e	SIG2‐E
1031	𒭐	SIG4	SIG4
1032		SIG7	SIG7
1032.1		SIG7	SIG7 VARIANT 1
1033	𒭒	SIKIL	SIKIL
1034	𒭓	SILA3~a	SILA3‐A
1035	𒭸	SILA3~b	SILA3‐B
1036	𒭾	SILA3~c	SILA3‐C
1037	𒮂	SILA4~a	SILA4‐A
1038	𒮃	SILA4~b	SILA4‐B
1039	𒮄	SILA4~c	SILA4‐C
1040	𒮅	SILA4~d	SILA4‐D
1041	𒮆	SILANITA	SILANITA
1042		SIMUG	SIMUG
1042.1		SIMUG	SIMUG VARIANT 1
1043	𒮈	SIPA	SIPA
1044		SU~a	SU‐A
1044.1		SU~a	SU‐A VARIANT 1
1045	𒮋	SU~b	SU‐B
1046	𒮌	SU3	SU3
1047	𒮍	SUG	SUG
1048	𒮎	SUG5	SUG5
1049	𒮏	SUH3	SUH3
1050	𒮐	SUHUR	SUHUR
1051	𒮑	SUHUR@g	SUHUR GUNU
1052	𒮒	SUHUR@n	SUHUR NUTILLU
1053	𒮓	SUKKAL	SUKKAL
1054	𒮔	SUKUD	SUKUD
1055	𒮙	SUKUD@g~a	SUKUD GUNU‐A
1056		SUKUD@g~b	SUKUD GUNU‐B
1056.1		SUKUD@g~b	SUKUD GUNU‐B VARIANT 1
1057	𒮛	SUKUD@g~c	SUKUD GUNU‐C
1058	𒮜	SUKUD@g~d	SUKUD GUNU‐D
1059		SUM~a	SUM‐A
1059.1		SUM~a	SUM‐A VARIANT 1
1060	𒮞	SUM~a@t	SUM‐A TENU
1061	𒮟	SUM~b	SUM‐B
1062	𒮠	SUMASZ	SUMASH
1063	𒮡	SUR	SUR
1064	𒮢	SUSA	SUSA
1065	𒮣	TA~a	TA‐A
1066	𒮤	TA~b	TA‐B
1067	𒮥	TA~c	TA‐C
1068	𒮦	TA~d	TA‐D
1069	𒮨	TA~e	TA‐E
1070	𒮩	TA~f	TA‐F
1071	𒮪	TAG~a1	TAG‐A1
1072	𒮫	TAG~a1@t	TAG‐A1 TENU
1073	𒮬	TAG~a2	TAG‐A2
1074	𒮭	TAG~a3	TAG‐A3
1075	𒮮	TAG~a4	TAG‐A4
1076	𒮯	TAG~b	TAG‐B
1077	𒮰	TAG~c	TAG‐C
1078	𒮱	TAG~d	TAG‐D
1079		TAK4~a	TAK4‐A
1079.1		TAK4~a	TAK4‐A VARIANT 1
1080	𒮳	TAK4~a@n	TAK4‐A NUTILLU
1081	𒮴	TAK4~c	TAK4‐C
1082	𒮵	TAR~a	TAR‐A
1083	𒮶	TAR~d	TAR‐D
1084	𒮷	TE	TE
1085		TI	TI
1085.1		TI	TI VARIANT 1
1086	𒮹	TI@t	TI TENU
1087	𒮺	TI@g	TI GUNU
1088	𒮻	TI@r	TI REVERSED
1089	𒮼	TIDNUM	TIDNUM
1090	𒮽	TILLA2	TILLA2
1091	𒮾	TU~a	TU‐A
1092	𒮿	TU~b	TU‐B
1093	𒯀	TU~c	TU‐C
1094	𒯁	TUG2~a	TUG2‐A
1095		TUG2~a@g	TUG2‐A GUNU
1095.1		TUG2~a@g	TUG2‐A GUNU VARIANT 1
1096	𒯄	TUG2~b	TUG2‐B
1097	𒯅	TUG2~c	TUG2‐C
1098	𒯆	TUG2~d	TUG2‐D
1099	𒯇	TUM~a	TUM‐A
1100	𒯈	TUM~a@g	TUM‐A GUNU
1101	𒯉	TUM~b	TUM‐B
1102	𒯊	TUM~c	TUM‐C
1103	𒯋	TUM~d	TUM‐D
1104	𒯌	TUN3~a	TUN3‐A
1105	𒯍	TUN3~b	TUN3‐B
1106	𒯎	TUN3~c	TUN3‐C
1107		TUR	TUR
1107.1		TUR	TUR VARIANT 1
1107.2		TUR	TUR VARIANT 2
1107.3		TUR	TUR VARIANT 3
1108	𒯑	TUR@g	TUR GUNU
1109	𒯒	TUR3~a	TUR3‐A
1110	𒯓	TUR3~a@n	TUR3‐A NUTILLU
1111	𒯔	TUR3~b	TUR3‐B
